row_id,Facility Name,Area,Type,Contact Phone,Managed by,Cost,Apply hours,Apply Location,Eligibility,Other,Address Line1,Address Line2,City,Postal Code,Province,country
Canada-BC-31-BC-SeniorsServicesSoc-output-201,RAINBOW INTERMEDIATE CARE HOME,NORTHERN INTERIOR,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-649-7560,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,1475 Edmonton St.,,Prince George,V2M 3Z3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-202,ST. JOHN HOSPITAL,NORTHEAST BC,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-262-5200,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,9636 100th Ave.,,Fort St John,V1Y 1Y3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-203,TERRACEVIEW LODGE,NORTHWEST BC,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-635-2211,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,4707 Kerby St.,,Terrace,V8G 5G9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-204,WRINCH MEMORIAL HOSPITAL,NORTHWEST BC,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-842-5211,No Manager provided,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,Bag 999 2510 Hwy 62,,Hazelton,V0J 1Y0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-205,PIONEER LODGE,NORTHERN INTERIOR,ASSISTED LIVING - PUBLIC (apply through health authority),250-996-1550,Fort St James Senior Citizens Home Society,Assisted Living Public: 70% of net income,Regular office hours,Directly to building manager; ; Second number: 250-996-1084,BC Residency; No Age Requirement,Wheelchair Accessible,200 School Rd.,,Fort St. James,V0J 1P0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-206,MARIPOSA GARDENS,OKANAGAN SOUTH,"ASSISTED LIVING - PUBLIC (apply through health authority)
ASSISTED LIVING - PRIVATE (apply directly to facility)
RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority)
RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility)",250-495-8124,No Manager provided,"Assisted Living Private: approx. $1,500-7,000/monthResidential Care Private: approx. $2,500-10,000/monthResidential Care Public: 80% of net incomeAssisted Living Public: 70% of net income",Regular office hours,Directly to building or local health authority,Age Requirement: 55+; Age Requirement: under 55 with disability; BC Residency,Wheelchair Accessible,8816 97th St.,,Osoyoos,V0H 1V5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-207,RICHMOND LIONS MANOR,RICHMOND,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-274-6311,Richmond Health Services Society,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible; Smoking Allowed,11771 Fentiman Pl.,,Richmond,V7E 3M4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-208,DELTA KING PLACE,NORTHWEST BC,ASSISTED LIVING - PUBLIC (apply through health authority),250-632-6535,Kitimat Kiwanis Senior Citizens Housing Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; Age Requirement: 55+,Wheelchair Accessible,701 Mountainview Square,,Kitimat,V8C 2N1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-209,THE MEADOWS,NORTHWEST BC,ASSISTED LIVING - PUBLIC (apply through health authority),250-847-9515,Smithers Community Services Association,Assisted Living Public: 70% of net income,Monday to Friday 8:30am-4:30pm; Closed from 12:00pm-1:00pm,"3815B Railway Ave.; Smithers, BC; V0J 2N0",No Age Requirement; BC Residency,Wheelchair Accessible,1180 Alberta Street,,Smithers,V0J 2N0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-210,PRINCE GEORGE CHATEAU,NORTHERN INTERIOR,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-277-1688,Holiday Retirement Corporation,Market Rate,Regular office hours,Directly to building,Age Requirement: 55+,Smoking Allowed; Pets Allowed; Wheelchair Accessible,4377 Hill Ave.,,Prince George,V2M 7G1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-211,ROSEWOOD MANOR,RICHMOND,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-271-3590,Richmond Intermediate Care Society,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,6260 Blundell Rd.,,Richmond,V7C 5C4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-212,STO:LO NATION ASSISTED LIVING,CHILLIWACK,ASSISTED LIVING - PUBLIC (apply through health authority),604-858-3366,Sto:lo Nation,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; Age Requirement: 55+; Age Requirement: under 55 with disability,Wheelchair Accessible,7201 Vedder Rd.,,Chilliwack,V2R 4G5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-213,EVERGREEN TIMBERS,LANGLEY,ASSISTED LIVING - PUBLIC (apply through health authority),604-530-7171,Langley Lions Senior Citizens Housing Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; Age Requirement: 55+,Wheelchair Accessible,5464 203rd St.,,Langley,V3A 0A4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-214,LANGLEY SENIORS VILLAGE,LANGLEY,"ASSISTED LIVING - PUBLIC (apply through health authority)
ASSISTED LIVING - PRIVATE (apply directly to facility)",604-539-9934,Retirement Concepts,"Assisted Living Private: approx. $1,500-7,000/monthAssisted Living Public: 70% of net income",Regular office hours,Directly to building or your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible; Pets Allowed,20363 65th Ave.,,Langley,V2Y 2Y7,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-215,ICELANDIC HARBOUR,VANCOUVER SOUTH,ASSISTED LIVING - PUBLIC (apply through health authority),604-321-3812,Icelandic Hofn Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,2020 Harrison Dr.,,Vancouver,V5P 2P6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-216,PINEGROVE PLACE,RICHMOND,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),604-278-1296,Mennonite Intermediate Care Society of Richmond,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,11331 Mellis Dr.,,Richmond,V6X 1L8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-217,KIWANIS MANOR,WEST VANCOUVER,ASSISTED LIVING - PUBLIC (apply through health authority),604-913-9083,Insite Senior Care,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Pets Allowed; Wheelchair Accessible,959 21st St.,,West Vancouver,V7V 4Y3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-218,SUNRIDGE PLACE,VANCOUVER ISLAND CENTRAL,ASSISTED LIVING - PUBLIC (apply through health authority),250-748-8048,Ahmon Group,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,361 Bundock Ave.,,Duncan,V9L 6W9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-219,BOUNDARY LODGE,KOOTENAY BOUNDARY,ASSISTED LIVING - PUBLIC (apply through health authority),250-443-0006,Grand Forks and District Housing Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible; Pets Allowed,7130 9th St.,,Grand Forks,V0H 1H4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-220,MOUNTAIN LAKE PARK,KOOTENAY BOUNDARY,ASSISTED LIVING - PUBLIC (apply through health authority),250-352-2600,Park Place Seniors Living,Assisted Living Public: 70% of net income,N/A,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,908 11th St.,,Nelson,V1L 7A6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-221,BLUE HERON VILLA,OKANAGAN CENTRE,ASSISTED LIVING - PUBLIC (apply through health authority),250-766-1660,Insite Senior Care,Assisted Living Public: 70% of net income,Call 250-980-1400 during regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible; Pets Allowed,9509 Main St.,,Winfield,V4V 2N3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-222,CHESTNUT PLACE,OKANAGAN SOUTH,ASSISTED LIVING - PUBLIC (apply through health authority),250-490-0200,Penticton and District Society for Community Livin,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; Age Requirement: 55+,Pets Allowed; Wheelchair Accessible,453 Winnipeg St.,,Penticton,V2A 6P4,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-223,KYALAMI PLACE,OKANAGAN SOUTH,ASSISTED LIVING - PUBLIC (apply through health authority),250-499-2366,Lower Similkameen Community Services Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,720 3rd St.,,Keremeos,V0X 1N0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-224,THOMPSON VIEW LODGE,THOMPSON CARIBOO,ASSISTED LIVING - PUBLIC (apply through health authority),250-453-9223,Insite Senior Care,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,710 Elm St.,,Ashcroft,V0K 1A0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-225,YELLOWHEAD PIONEER RESIDENCE SOCIETY,THOMPSON CARIBOO,ASSISTED LIVING - PUBLIC (apply through health authority),250-672-0019,Yellowhead Pioneer Residence Society,Assisted Living Public: 70% of net income,Regular office hours,"Your local health authority; ; Independent living also available: ; 55+, pets allowed, not wheelchair accessible; Apply directly to building",No Age Requirement; BC Residency,Wheelchair Accessible,4557 Barriere Town Rd.,,Barriere,V0E 1G0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-226,BEDFORD MANOR,THOMPSON CARIBOO,ASSISTED LIVING - PUBLIC (apply through health authority),250-434-1702,John Howard Society,Assisted Living Public: 70% of net income,Regular office hours; 250-851-7948,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,529 Seymour St.,,Kamloops,V2C 0A1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-227,MOBERLY PARK MANOR,THOMPSON CARIBOO,ASSISTED LIVING - PUBLIC (apply through health authority),250-837-3147,No Manager provided,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Pets Allowed; Wheelchair Accessible,711 W. 1st St.,,Revelstoke,V0E 2S0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-228,PIONEER LODGE,THOMPSON CARIBOO,ASSISTED LIVING - PUBLIC (apply through health authority),250-717-3918,Good Samaritan Society,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,1051 6th Ave.,,Salmon Arm,V1E 2S5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-229,LAURIER MANOR,NORTHERN INTERIOR,ASSISTED LIVING - PUBLIC (apply through health authority),250-561-1499,Northern Health Authority,Assisted Living Public: 70% of net income,Regular office hours,Your local health authority,BC Residency; Age Requirement: under 55 with disability; Age Requirement: 55+,Wheelchair Accessible; Pets Allowed,2175 9th Ave.,,Prince George,V2M 5E3,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-230,RODICA HOUSE,NORTHERN INTERIOR,ASSISTED LIVING - PRIVATE (apply directly to facility),250-563-9566,No Manager provided,"Assisted Living Private: approx. $1,500-7,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,2568 Victoria St.,,Prince George,V2L 5G8,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-231,EMMAUS HOUSE,NORTHERN INTERIOR,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-964-1175,Emmaus House,Market Rate,Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,6373 Hillcrest Pl.,,Prince George,V2N 5R1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-232,LILAC TERRACE,EAST KOOTENAY,"SUPPORTIVE HOUSING - RETIREMENT HOMES
SUBSIDIZED HOUSING",250-425-2292,Elk Valley Seniors Housing Society,30% of monthly gross income,Regular office hours,Directly to building,Age Requirement: 55+,Wheelchair Accessible; Pets Allowed,102 2nd Ave.,,Sparwood,V0B 2G0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-233,PARKVIEW MANOR,KOOTENAY BOUNDARY,"ASSISTED LIVING - PUBLIC (apply through health authority)
SUPPORTIVE HOUSING - RETIREMENT HOMES",250-449-2842,West Boundary Senior Housing Society,30% of monthly gross incomeAssisted Living Public: 70% of net income,Regular office hours,Directly to building or your local health authority,Age Requirement: 55+,Wheelchair Accessible,670 9th Ave.,,Midway,V0H 1M0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-234,PACIFIC CARLTON,SURREY,"SUPPORTIVE HOUSING - RETIREMENT HOMES
ASSISTED LIVING - PRIVATE (apply directly to facility)",604-531-1160,Unicare Fernbrae Holdings Inc.,"Market RateAssisted Living Private: approx. $1,500-7,000/monthSAFER",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible; Pets Allowed,15366 17th Ave.,,White Rock,V4A 1T9,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-235,SHAUGHNESSY CARE CENTRE,PORT COQUITLAM,RESIDENTIAL CARE & HOSPICES - PRIVATE (apply directly to facility),604-468-4856,Park Place Seniors Living,"Residential Care Private: approx. $2,500-10,000/month",Regular office hours,Directly to building,No Age Requirement,Wheelchair Accessible,2250 Wilson Ave.,,Port Coquitlam,V3C 1Z5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-236,GREENFIELD PLACE,THOMPSON CARIBOO,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-376-9596,North Kamloops Building Society,30% of monthly gross income,Regular office hours,"North Kamloops Building Society; 101-1835 Greenfield Ave.; Kamloops, BC; V2B 8R5",Age Requirement: 55+,Wheelchair Accessible; Smoking Allowed,1835 Greenfield Ave.,,Kamloops,V2B 8R5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-237,ANGUS PLACE,OKANAGAN SOUTH,SUPPORTIVE HOUSING - RETIREMENT HOMES,250-494-1161,Parkdale Place Housing Society,Shelter portion if on ministry assistanceMarket Rate,Call 250-494-1161 or visit building,"Directly to building; or; ; Parkdale Place Housing Society; 100-9700 Brown Rd.; Kelowna, BC; V0H 1Z2",Age Requirement: 55+,Wheelchair Accessible,9302 Angus Pl.,,Summerland,V0H 1Z2,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-238,COLUMBUS COURT I & II,OKANAGAN NORTH,"SUPPORTIVE HOUSING - RETIREMENT HOMES
SUBSIDIZED HOUSING",250-545-5388,Okanagan Comm Pioneer Cultural Society,Market Rate30% of monthly gross income,Call 604-433-2218 for subsidized housing; or call the building for non-subsidized housing,Directly to building or through BC housing,No Age Requirement; BC Residency,Pets Allowed; Wheelchair Accessible,3003 Gateby Pl.,,Vernon,V1T 9H5,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-239,PINE GROVE CARE CENTRE,THOMPSON CARIBOO,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-376-5701,Park Place Seniors Living,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,313 McGowan Ave.,,Kamloops,V2c 2T1,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-240,DR. HELMCKEN MEMORIAL HOSPITAL,THOMPSON CARIBOO,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-674-2244,Interior Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Smoking Allowed; Wheelchair Accessible,640 Park Dr., RR#1,Clearwater,V0E 1N0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-241,ASHCROFT & DISTRICT GENERAL HOSPITAL,THOMPSON CARIBOO,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-453-2211,Interior Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority through Interior Health,No Age Requirement; BC Residency,Wheelchair Accessible,700 Ash-Cache Creek Hwy.,,Ashcroft,V0K 1A0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-242,MOUNT CARTIER COURT,THOMPSON CARIBOO,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-814-2259,Interior Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,1200 Newlands Rd.,,Revelstoke,V0E 2S0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-243,HILLSIDE VILLAGE,THOMPSON CARIBOO,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-833-5877,Good Samaritan Society,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,2891 15 Ave. NE,,Salmon Arm,V1E 2B6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-244,SHUSWAP LAKE GENERAL HOSPITAL,THOMPSON CARIBOO,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-833-3600,Interior Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,601 10th St. NE,,Salmon Arm,V1E 4N6,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-245,INVERMERE & DISTRICT HOSPITAL,EAST KOOTENAY,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-342-9201,Interior Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,No Age Requirement; BC Residency,Wheelchair Accessible,850 10th Ave.,,Invermere,V0A 1A0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-246,COLUMBIA HOUSE,EAST KOOTENAY,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-342-2329,Interior Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,1030 10th St.,,Invermere,V0A 1K0,BC,Canada
Canada-BC-31-BC-SeniorsServicesSoc-output-247,CRESTON VALLEY HOSPITAL,EAST KOOTENAY,RESIDENTIAL CARE & HOSPICES - PUBLIC (apply through health authority),250-428-8962,Interior Health Authority,Residential Care Public: 80% of net income,Regular office hours,Your local health authority,BC Residency; No Age Requirement,Wheelchair Accessible,312 15th Ave.,,Creston,V0B 1G0,BC,Canada
