row_id,Facility Name,Address,City,Postal Code,Phone,Province,Country,Company Name / Name of operators,Number of rental units,Number of rental units in private residence for seniors,Type of residence,Year of opening,Date of possession,Updated on,Member of an association,Certification Date of issue,Offered services,Complete residence information,facility_type
Canada-QC-18-AssistedLiving(Assoc)-output-260,Villa St-Rémi (1933),"4, rue du Centre C.P. 40",Price,G0J 1Z0,418-775-2882,QC,Canada,Comité d'organisation de services pour les personnes âgées de Price,24,12,Organisme à but non lucratif (OBNL ou OSBL),1990,4/9/1990,8/1/2017,ARIHQ - Association des ressources intermédiaires d'hébergement du Québec; Fédération des OSBL d'habitation du Bas-St-Laurent; de la Gaspésie et des iles.,5/19/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1933,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-261,Résidence Jubé (1946),"11, rue St-Pierre",Rimouski,G5L 1T2,418-725-3720,QC,Canada,Résidence Jubé (organisation),9,9,Résidence à but lucratif,1999,5/11/1999,4/20/2016,Aucune,6/11/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1946,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-262,La villa des Colibris Mont-Laurier inc. (194),"278, rue de la Madone",Mont-Laurier,J9L 1R5,819-623-6315,QC,Canada,La villa des Colibris Mont-Laurier inc.,69,45,Résidence à but lucratif,1986,1/8/1986,3/6/2017,ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,3/19/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=194,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-263,Résidence La Joie de Vivre (1951),"417, rue Jean Rioux",Trois-Pistoles,G0L 4K0,418-851-1407,QC,Canada,Résidence La Joie de Vivre (organisation),9,9,Résidence à but lucratif,1995,7/24/2007,6/7/2017,Aucune,12/18/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1951,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-264,Résidence Bonséjour (1966),"27, rue Drapeau",Saint-Jean-de-Dieu,G0L 3M0,418-963-2832,QC,Canada,Caroline Pigeon,9,9,Résidence à but lucratif,1994,7/1/2017,7/18/2017,Aucune,1/19/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1966,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-265,Résidences Côme-Cartier (196),"220, rue Labelle Sud",Rivière-Rouge,J0T 1T0,819-275-3430,QC,Canada,Résidences Côme-Cartier,41,23,Organisme à but non lucratif (OBNL ou OSBL),1998,8/25/1998,5/31/2016,Programme Qualité Logi-être; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec; FOH3L,10/28/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=196,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-266,Résidence Le St-Patrick (1979),"100, Grande-Allée Est",Québec,G1R 5N2,418-522-6444,QC,Canada,ST-PATRICK'S RETIREMENT GROUP LTD,358,358,Résidence à but lucratif,1989,12/1/1996,6/6/2016,RQRA- Regroupement québecois des résidences pour aînés,5/6/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1979,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-267,Manoir de la Rive (1986),"505, rue Girouard Est",Saint-Hyacinthe,J2S 7Z1,450-771-2986,QC,Canada,Gestion PFM inc.,56,56,Résidence à but lucratif,1989,1/12/1993,7/24/2017,Aucune,6/2/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1986,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-268,Maison Marie-Luce-Labossière (1996),"16650, avenue Bourdages Sud",Saint-Hyacinthe,J2T 4J9,450-778-5595,QC,Canada,La Fontation Denis-Chartier Inc.,75,65,Organisme à but non lucratif (OBNL ou OSBL),1996,2/5/1996,8/10/2017,RQRA- Regroupement québecois des résidences pour aînés,12/12/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=1996,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-269,Résidences des Violettes (Mont-Laurier) (199),"569, rue Laviolette",Mont-Laurier,J9L 2J2,819-623-5300,QC,Canada,Gilles Doré inc.,12,12,Résidence à but lucratif,1995,1/12/1995,5/9/2016,Aucune,3/19/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=199,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-270,Résidence Dumas (2007),"103, rue Principale",Saint-Pamphile,G0R 3X0,418-356-3828,QC,Canada,Dumas Dominique,14,14,Résidence à but lucratif,1988,12/10/2010,5/22/2017,Aucune,6/25/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2007,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-271,La Maison d'Élohim (2030),"1130-34, rue Papineau",Saint-Hyacinthe,J2S 2A8,450-771-4426,QC,Canada,"Innocent, Wesline",13,13,Résidence à but lucratif,2006,1/13/2014,6/28/2016,Aucune,7/15/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2030,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-272,Manoir de Jouvence (2031),"21, rue Albert-Trudel",Québec,G2A 4B9,418-847-4533,QC,Canada,9010-6162 Québec Inc.,55,55,Résidence à but lucratif,1988,9/1/1990,3/8/2017,Aucune,7/25/2011,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2031,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-273,Manoir des Pins (2032),"1800, rue Notre-Dame",L'Ancienne-Lorette,G2E 5T4,418-871-3646,QC,Canada,9010-6162 Québec inc.,56,56,Résidence à but lucratif,1988,7/1/1988,3/8/2017,Aucune,9/12/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2032,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-274,Manoir Les Saules (2033),"4041, boulevard Père-Lelièvre",Québec,G1P 4P6,418-871-2433,QC,Canada,9010-6162  Québec inc.,34,34,Résidence à but lucratif,1992,3/13/2002,10/24/2016,Aucune,9/12/2015,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2033,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-275,Manoir La Providence 2017 Inc. (2035),"16015, avenue Demers",Saint-Hyacinthe,J2T 3V2,450-778-3008,QC,Canada,Manoir La Providence (2017) Inc.,21,21,Résidence à but lucratif,1990,3/9/2017,7/17/2017,Aucune,8/5/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2035,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-276,Résidence Du Bord De L'Eau (2037),"910, rue St-Pierre Ouest",Saint-Hyacinthe,J2T 1N8,450-252-5616,QC,Canada,Monique Levesque,9,9,Résidence à but lucratif,2007,3/31/2007,7/24/2017,Aucune,5/20/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2037,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-277,Manoir Duberger enr. (2053),"2600, rue Labrecque",Québec,G1P 4R6,418-681-9663,QC,Canada,9111-2425 Québec inc.,246,246,Résidence à but lucratif,1997,2/8/1999,3/8/2017,Aucune,1/6/2012,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2053,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-278,Résidence Vallée de la Rouge inc. (206),"102, rue Vert Pré",Huberdeau,J0T 1G0,819-687-2103,QC,Canada,Résidence Vallée de la Rouge inc.,26,26,Organisme à but non lucratif (OBNL ou OSBL),1983,1/9/1983,5/31/2016,RQOH-Réseau québécois des osbl díhabitation,2/2/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=206,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-279,Villa Manoir Montcalm (2070),"330, chemin Sainte-Foy",Québec,G1S 2J3,418-681-1335,QC,Canada,Villa Manoir Montcalm,35,35,Résidence à but lucratif,1998,1/10/1998,5/29/2017,RQRA- Regroupement québecois des résidences pour aînés,6/20/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2070,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-280,Le Manoir St-Jean (2073),"95, rue Saint-Jean",Québec,G1R 1N4,418-524-4444,QC,Canada,Morrow-Roy Associés SENC.,54,53,Résidence à but lucratif,1972,8/10/1977,7/3/2017,RQRA- Regroupement québecois des résidences pour aînés,7/23/2010,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2073,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-281,Complexe Laudance (2076),"850, rue Laudance",Québec,G1X 4P1,418-654-0586,QC,Canada,FPI Boardwalk Québec inc.,183,183,Résidence à but lucratif,1989,2/11/2004,6/19/2017,CORPIQ-Corporation des Propriétaires immobiliers du Québec,7/14/2017,Repas; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2076,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-282,Résidence Le Bel Âge enr. (2089),"144, rue Labbé",L'Islet,G0R 2B0,418-247-7971,QC,Canada,Monica Pelletier,14,14,Résidence à but lucratif,1992,12/27/2001,4/13/2017,Aucune,9/16/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2089,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-283,Maison Marie-Fitzbach inc. (2095),"167, rue des Pionniers Ouest",L'Islet,G0R 2B0,418-247-5580,QC,Canada,Maison Marie-Fitzbach inc. (organisation),38,38,Résidence à but lucratif,1999,5/6/2008,4/13/2016,Aucune,1/8/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2095,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-284,Chartwell Les Jardins de la Gare résidence pour retraités (2100),"2020, avenue Sainte-Anne",Saint-Hyacinthe,J2S 8T6,450-771-2601,QC,Canada,CSH Jardins de la Gare Inc.,215,215,Résidence à but lucratif,1996,1/5/2007,8/10/2017,RQRA- Regroupement québecois des résidences pour aînés,11/21/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2100,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-285,Manoir St-Damase Inc. (2101),"780, rang du Bas-Corbin",Saint-Damase,J0H 1J0,450-797-3648,QC,Canada,Manoir St-Damase Inc.,42,42,Résidence à but lucratif,1970,10/6/2006,8/17/2017,RQRA- Regroupement québecois des résidences pour aînés,10/30/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2101,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-286,Résidence St-Hyacinthe (2109),"4105, boulevard Laurier Ouest",Saint-Hyacinthe,J2S 3T8,450-773-6660,QC,Canada,9006-4650 Québec Inc.,60,60,Résidence à but lucratif,1994,1/1/1989,8/22/2017,RQRA- Regroupement québecois des résidences pour aînés,5/15/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2109,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-287,Résidence St-Thomas d'Aquin (2110),"6620, boulevard Laframboise",Saint-Hyacinthe,J2R 1C9,450-796-4500,QC,Canada,Gestion Chez Soi Inc.,20,20,Résidence à but lucratif,1993,10/15/1995,8/10/2017,Aucune,2/28/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2110,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-288,Résidence Villa St-Joseph Inc. (2112),"1170, rue Beauregard",Saint-Hyacinthe,J2T 2K5,450-773-5466,QC,Canada,Résidence Villa St-Joseph Inc.,80,80,Résidence à but lucratif,1987,12/19/2013,7/24/2017,RQRA- Regroupement québecois des résidences pour aînés,2/12/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2112,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-289,Résidence Tardif inc. (2118),"600, rue Principale",Saint-Ferdinand,G0N 1N0,418-428-9533,QC,Canada,Résidence Tardif inc.,27,25,Résidence à but lucratif,1987,6/1/1987,5/10/2017,Aucune,6/19/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2118,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-290,Manoir J.C. Paquin (2120),"19, rue Saint-Joseph",Maskinongé,J0K 1N0,819-227-2785,QC,Canada,Donaldson Doris,10,10,Résidence à but lucratif,1995,12/1/2005,4/24/2017,Aucune,4/9/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2120,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-291,Les Résidences France et Yvon Héroux (2122),"151, rue Lessard",Louiseville,J5V 2J6,819-228-5777,QC,Canada,Les Résidences France et  Yvon Héroux,20,20,Résidence à but lucratif,1980,9/1/1980,4/24/2017,RQRA- Regroupement québecois des résidences pour aînés,4/9/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2122,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-292,Résidence Louise Doyon (2124),"106, rue Saint-Laurent",Maskinongé,J0K 1N0,819-227-2645,QC,Canada,Doyon Louise,4,4,Résidence à but lucratif,2000,9/1/2000,4/13/2017,Aucune,10/10/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2124,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-293,Château Romanoffe (2129),"41, rue Salaberry",Salaberry-de-Valleyfield,J6T 2G8,450-377-9898,QC,Canada,3969118 Canada Inc.,48,48,Résidence à but lucratif,1998,5/1/2013,8/8/2017,RQRA- Regroupement québecois des résidences pour aînés,6/12/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2129,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-294,Les Résidences Léonard (212),"150, rue Léonard",Mont-Tremblant,J8E 3K1,819-425-9521,QC,Canada,9041-2834 Québec inc.,28,28,Résidence à but lucratif,1996,1/1/1996,3/6/2017,RQRA- Regroupement québecois des résidences pour aînés,9/24/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=212,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-295,Les Résidences Quatre Saisons - Résidence Académie (2137),"54, rue Académie",Salaberry-de-Valleyfield,J6T 4W5,450-371-8436,QC,Canada,Viconte Inc.,50,50,Résidence à but lucratif,1985,1/1/1985,7/26/2017,RQRA- Regroupement québecois des résidences pour aînés,5/8/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2137,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-296,Les Résidences Quatre Saisons - Résidence Bellerive (2138),"26, rue St-Philippe",Salaberry-de-Valleyfield,J6S 5X8,450-371-7472,QC,Canada,Viconte Inc.,166,101,Résidence à but lucratif,1990,9/6/2006,7/26/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,5/8/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2138,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-297,Les résidences du Manoir Quatre Saisons inc. (213),"83, chemin Tour du Lac",Sainte-Agathe-des-Monts,J8C 1B2,819-326-8264,QC,Canada,Gestion des manoirs L.P. inc.,143,113,Résidence à but lucratif,1987,1/1/1987,1/23/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,7/9/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=213,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-298,Résidence Cormier 2012 S.E.N.C. (2148),"465, rue Cormier",Drummondville,J2C 7H6,819-474-5368,QC,Canada,Résidence Cormier 2012 S.E.N.C.,9,9,Résidence à but lucratif,1995,11/1/2012,5/5/2017,Aucune,11/22/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2148,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-299,Résidence Beauharnois (2151),"182, chemin Saint-Viateur",Beauharnois,J6N 3R6,450-225-5591,QC,Canada,9117-7766 Québec Inc.,63,63,Résidence à but lucratif,1996,7/16/2002,8/16/2017,RQRA- Regroupement québecois des résidences pour aînés,3/27/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2151,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-300,Les Résidences Quatre Saisons - Centre Victor-Léger (2152),"32, rue Victor-Léger",Salaberry-de-Valleyfield,J6T 3J1,450-373-6692,QC,Canada,Viconte Inc.,103,65,Résidence à but lucratif,1980,9/6/2006,7/26/2017,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,5/8/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2152,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-301,Résidence La Joie de Vivre (2163),"206, Alphonse -Desjardins",Salaberry-de-Valleyfield,J6S 2N7,450-371-5541,QC,Canada,Lise Gauthier,8,8,Résidence à but lucratif,1990,5/26/2000,6/29/2016,Aucune,4/9/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2163,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-302,Résidence l'Or de Vivre (2166),"78, rue Saint-Jean-Baptiste",Salaberry-de-Valleyfield,J6T 1Z7,450-377-5362,QC,Canada,"Dupuis, Mélanie",9,9,Résidence à but lucratif,1996,7/1/2016,7/21/2017,Aucune,6/12/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2166,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-303,"Chartwell L'Ermitage, résidence pour retraités (2170)","540, rue Bérol",Drummondville,J2B 8H4,819-472-6818,QC,Canada,CSH-HCN Lessee (líErmitage) LP,215,215,Résidence à but lucratif,1987,1/1/1987,4/18/2017,RQRA- Regroupement québecois des résidences pour aînés,7/23/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2170,Assisted Living
Canada-QC-18-AssistedLiving(Assoc)-output-304,Résidence l'Ange D'Or 2009 Inc. (2175),"771, boulevard du Bord de l'Eau",Salaberry-de-Valleyfield,J6S 0B6,450-377-5151,QC,Canada,Résidence l'Ange D'Or 2009 Inc.,9,9,Résidence à but lucratif,2006,3/21/2006,7/21/2017,Aucune,1/5/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2175,Assisted Living
