Facility Name,Address,City,Postal Code,Phone,Province,Country,Company Name / Name of operators,Number of rental units,Number of rental units in private residence for seniors,Type of residence,Year of opening,Date of possession,Updated on,Member of an association,Certification Date of issue,Offered services,Complete residence information,facility_type
Manoir Outremont (2667),"1000, avenue Rockland",Montréal,H2V 4P5,514-273-8554,QC,Canada,9307-0985 Québec Inc.,365,365,Résidence à but lucratif,1977,9/2/2014,10/13/2016,RQRA- Regroupement québecois des résidences pour aînés,11/16/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2667,Assisted Living
Résidence Rayon de Soleil inc. (2676),"2390, 20e Avenue",Saint-Prosper,G0M 1Y0,418-594-6260,QC,Canada,Résidence Rayon de Soleil inc. (organisation),46,46,Résidence à but lucratif,1993,10/1/1993,4/13/2017,RQRA- Regroupement québecois des résidences pour aînés,7/16/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2676,Assisted Living
Manoir de l'Orchidée (2678),"3735, 24e Avenue",Saint-Prosper,G0M 1Y0,418-594-5863,QC,Canada,GinDenSey inc.,22,22,Résidence à but lucratif,1986,8/1/2015,12/8/2016,RQRA- Regroupement québecois des résidences pour aînés,6/24/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2678,Assisted Living
Résidence Beau-Séjour 2003 (2679),"2250, 27e Rue",Saint-Prosper,G0M 1Y0,418-594-6178,QC,Canada,Sylvie Larochelle,12,12,Résidence à but lucratif,1990,1/1/2003,4/13/2017,RQRA- Regroupement québecois des résidences pour aînés,11/12/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2679,Assisted Living
Résidence 4 Saisons (9018-2015 Québec inc.) (2683),"2755, 20e Avenue",Saint-Prosper,G0M 1Y0,418-594-8237,QC,Canada,9018-2015 Québec inc.,28,28,Résidence à but lucratif,1999,10/16/2016,10/28/2016,Aucune,7/11/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2683,Assisted Living
Résidence La Belle Vue (2698),"777, rue du Patrimoine",Cacouna,G0L 1G0,418-867-4689,QC,Canada,Josée Guay,9,9,Résidence à but lucratif,2006,9/15/2006,4/14/2016,Aucune,6/21/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2698,Assisted Living
Résidence Aux 7 Pignons (2699),"380, rue de l'Église",Cacouna,G0L 1G0,418-863-6013,QC,Canada,Résidence aux 7 Pignons (organisation),9,9,Résidence à but lucratif,1987,5/5/2006,4/5/2016,Aucune,6/9/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2699,Assisted Living
Domaine La Fontaine (2702),"230, rue des Chênes",Rivière-du-Loup,G5R 5E2,418-867-1117,QC,Canada,HCN-Revera Lessee (Manoir Lafontaine) GP INC,119,119,Résidence à but lucratif,1992,10/8/2015,5/3/2017,RQRA- Regroupement québecois des résidences pour aînés,6/9/2015,Repas; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2702,Assisted Living
Havre La Fontaine (2703),"235, rue des Chênes",Rivière-du-Loup,G5R 5L5,418-867-8228,QC,Canada,HCN-Revera Lessee (Manoir Lafontaine)LP,93,93,Résidence à but lucratif,2000,8/10/2015,6/6/2017,RQRA- Regroupement québecois des résidences pour aînés,6/30/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2703,Assisted Living
Résidence La Fontaine (270),"40, 102e Avenue",Saint-Jérôme,J7Y 1J3,450-438-9498,QC,Canada,Rai Souad,14,14,Résidence à but lucratif,1975,1/5/2006,10/17/2016,Aucune,7/9/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=270,Assisted Living
Résidence Le Geai Bleu inc. (2710),"3307, rue Windsor",Longueuil,J4T 2X5,450-926-0919,QC,Canada,Résidence Le Geai Bleu inc.,42,42,Résidence à but lucratif,1991,9/12/2014,7/18/2017,Aucune,8/6/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2710,Assisted Living
Résidence La Verrière (2713),"5400, chemin de Chambly",Longueuil,J3Y 3N7,450-445-2060,QC,Canada,Résidence La Verrière (2005) inc.,40,40,Résidence à but lucratif,1988,10/5/2005,7/18/2017,RQRA- Regroupement québecois des résidences pour aînés,8/6/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2713,Assisted Living
Résidence Mackay (2716),"3295, rue Mackay",Longueuil,J4T 2N6,450-550-1668,QC,Canada,"Janick, Joseph",9,9,Résidence à but lucratif,1995,9/13/2006,7/28/2017,Aucune,10/5/2013,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2716,Assisted Living
Résidence Mont Royal RMR Inc. (2717),"3741, rue de Mont-Royal",Longueuil,J4T 2G9,450-656-5582,QC,Canada,Résidence Mont Royal RMR Inc.,18,18,Résidence à but lucratif,1998,2/8/1998,7/28/2017,RQRA- Regroupement québecois des résidences pour aînés,8/6/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2717,Assisted Living
Résidence Notre-Dame de la Victoire (2718),"7120, chemin de Chambly",Longueuil,J3Y 3R5,450-443-9686,QC,Canada,9175-3608 Québec Inc.,51,51,Résidence à but lucratif,2006,11/1/2006,6/7/2016,RQRA- Regroupement québecois des résidences pour aînés,4/12/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2718,Assisted Living
Les Habitations des Cônes (2719),"306, rue Principale",Saint-Modeste,G0L 3W0,418-867-8750,QC,Canada,Les Habitations des Cônes (organisation),10,10,Organisme à but non lucratif (OBNL ou OSBL),2002,5/1/2002,7/3/2017,RQOH-Réseau québécois des osbl díhabitation,3/2/2015,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2719,Assisted Living
Les Habitations Saint-Épiphane (2725),"212, du Couvent",Saint-Épiphane,G0L 2X0,418-868-0300,QC,Canada,Les Habitations Saint-Épiphane (organisation),10,10,Organisme à but non lucratif (OBNL ou OSBL),1997,7/1/1997,3/24/2017,RQOH-Réseau québécois des osbl díhabitation,12/1/2013,Repas; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2725,Assisted Living
Pavillon Durocher inc. (2726),"5,rue Principale Sud",Saint-Hubert-de-Rivière-du-Loup,G0L 3L0,418-497-1186,QC,Canada,Pavillon Durocher inc. (organisation),24,24,Organisme à but non lucratif (OBNL ou OSBL),1981,1/1/1981,5/24/2016,RQOH-Réseau québécois des osbl díhabitation,6/30/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2726,Assisted Living
"La Voisinière Rivière-du-Loup, Inc. (2728)","1, rue Antonio-Paradis",Rivière-du-Loup,G5R 5B9,418-862-2502,QC,Canada,9314-4624 QUÉBEC INC.,23,14,Résidence à but lucratif,1991,4/23/1991,4/18/2016,RQRA- Regroupement québecois des résidences pour aînés; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,4/6/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2728,Assisted Living
Maison Jonathan (2729),"642, rue Lafontaine",Rivière-du-Loup,G5R 3C8,418-862-6382,QC,Canada,Maison Jonathan (organisation)9131-3197 Québec inc.,37,37,Résidence à but lucratif,1993,7/1/2000,4/7/2016,Aucune,6/25/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2729,Assisted Living
Résidence St-Louis Lafontaine Inc. (2730),"473, rue Lafontaine",Rivière-du-Loup,G5R 5C5,418-862-7813,QC,Canada,Résidence  St-Louis Lafontaine Inc. (organisation),84,84,Résidence à but lucratif,1989,3/18/2003,4/13/2017,RQRA- Regroupement québecois des résidences pour aînés,6/21/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2730,Assisted Living
Foyer Jacqueline Dumont (2731),"11, rue Dumont",L'Isle-Verte,G0L 1K0,418-898-2070,QC,Canada,Diane Caron,8,8,Résidence à but lucratif,1990,12/1/1994,5/24/2016,Aucune,7/13/2013,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2731,Assisted Living
Résidence Ville Marie (2737),"2150, avenue Papineau",Montréal,H2K 4J6,514-528-8448,QC,Canada,La Résidence Ville-Marie société en commandite,130,130,Résidence à but lucratif,1991,1/12/2016,7/4/2017,Aucune,4/15/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2737,Assisted Living
Résidence 6900 Papineau (2739),"6900, avenue Papineau",Montréal,H2G 2X7,514-729-0305,QC,Canada,Résidence 6900 Papineau inc.,96,96,Résidence à but lucratif,1990,1/1/1990,10/6/2016,RQRA- Regroupement québecois des résidences pour aînés,8/7/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2739,Assisted Living
Résidence Lemieux inc. (273),"63, rue Saint-Faustin",Saint-Jérôme,J7Z 2P2,450-431-7824,QC,Canada,Résidence Lemieux inc.,18,18,Résidence à but lucratif,1988,1/1/1988,9/13/2016,Aucune,4/20/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=273,Assisted Living
Résidence Des Batisseurs Rivière-du-Loup (2745),"168, rue Fraser",Rivière-du-Loup,G5R 0E2,418-862-6311,QC,Canada,9079-8844 QUÉBEC INC.,122,122,Résidence à but lucratif,1993,2/1/2015,9/15/2016,Aucune,4/28/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2745,Assisted Living
Pavillon des Cèdres (2746),"35, rue des Cèdres",Rivière-du-Loup,G5R 3X3,418-862-6181,QC,Canada,HCN-Revera Lessee (Pavillon des Cèdres)LP,102,90,Résidence à but lucratif,2015,10/8/2015,6/6/2017,RQRA- Regroupement québecois des résidences pour aînés,6/30/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2746,Assisted Living
Résidence Monseigneur (MGR) Bourget inc. (2749),"2, route Monseigneur-Bourget",Lévis,G6V 2Y5,418-835-0971,QC,Canada,Résidence Monseigneur (MGR) Bourget inc,116,116,Résidence à but lucratif,1989,12/10/2005,4/21/2017,RQRA- Regroupement québecois des résidences pour aînés,7/15/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2749,Assisted Living
"Les Vignobles, résidence pour gens âgés (274)","394, rue Sainte-Marcelle",Saint-Jérôme,J7Y 2P6,450-432-6648,QC,Canada,Laurin Guy,14,14,Résidence à but lucratif,1996,12/18/1996,5/31/2016,Aucune,3/5/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=274,Assisted Living
Les Marronniers (2751),"22,rue Charles-Édouard (incluant 25 Saint-Raphaël et 21 rue St Raphaël)",Lévis,G6V 8E9,418-835-3765,QC,Canada,Les Résidences Sélection S.E.C.-IV,291,291,Résidence à but lucratif,1987,2/25/2014,6/1/2017,RQRA- Regroupement québecois des résidences pour aînés; CORPIQ-Corporation des Propriétaires immobiliers du Québec; ARIHQ - Association des ressources intermédiaires d'hébergement du Québec,1/31/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2751,Assisted Living
Les Résidences Mon Marlin inc. (2752),"4030, rue Saint-Georges",Lévis,G6W 1E9,418-835-9200,QC,Canada,Les Résidences Mon Marlin inc. (organisation),14,14,Résidence à but lucratif,1997,2/1/2008,4/13/2016,Aucune,7/24/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2752,Assisted Living
Résidences du Précieux-Sang inc. (2754),"5615, rue Saint-Louis",Lévis,G6V 4G2,418-837-3715,QC,Canada,Résidences du Précieux Sang inc.,140,140,Organisme à but non lucratif (OBNL ou OSBL),1996,1/1/1996,4/13/2016,RQRA- Regroupement québecois des résidences pour aînés,1/13/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2754,Assisted Living
Résidence Fran-Bert (9162-8354 Québec Inc.) (2755),"203, Saint-Joseph",Lévis,G6V 1C8,418-835-3860,QC,Canada,9162-8354 Québec inc.,30,30,Résidence à but lucratif,1987,1/1/1987,4/19/2016,Aucune,1/13/2014,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2755,Assisted Living
Manoir l'Ère du Temps (2756),"43, rue Guénette",Lévis,G6V 5M9,418-903-9191,QC,Canada,Manoir l'Ère du Temps inc.,22,22,Résidence à but lucratif,1995,8/1/2017,8/29/2017,Aucune,7/24/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2756,Assisted Living
Résidence Notre-Dame (2757),"6212, rue Fraser",Lévis,G6V 3R7,418-837-2680,QC,Canada,9066-6025 Québec inc.,46,46,Résidence à but lucratif,1987,8/1/1998,4/13/2016,Aucune,4/30/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2757,Assisted Living
Résidence La Rosière inc. (2762),"132, rue Jacquelin-Beaulieu",Sainte-Julie,J3E 3R1,450-649-4375,QC,Canada,Résidence La Rosière inc.,64,64,Résidence à but lucratif,1989,9/14/2015,8/12/2016,RQRA- Regroupement québecois des résidences pour aînés; CORPIQ-Corporation des Propriétaires immobiliers du Québec,12/15/2014,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2762,Assisted Living
Le Palais des Beaux Jours Inc. (2763),"830, rue  Giard",Contrecoeur,J0L 1C0,450-587-8295,QC,Canada,9080-9062 Québec Inc.,19,19,Résidence à but lucratif,2003,7/1/2015,8/23/2017,Aucune,7/15/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2763,Assisted Living
Les Résidences Soleil Manoir Boucherville (2764),"549, rue De Verrazano",Boucherville,J4B 7W2,450-449-1516,QC,Canada,9058-8252 Québec Inc.,194,194,Résidence à but lucratif,1989,1/1/1989,8/1/2017,RQRA- Regroupement québecois des résidences pour aînés; APQ - Association des propriétaires du Québec,8/6/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2764,Assisted Living
Havre Providence (2768),"36,rue des Seigneurs",Boucherville,J4B 5Z8,450-655-2340,QC,Canada,Phare Providence,116,24,Organisme à but non lucratif (OBNL ou OSBL),1987,5/1/1987,2/28/2017,Aucune,1/30/2015,Repas; Assistance personnelle; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2768,Assisted Living
La Résidence des Berges inc. (2769),"550, boul. Marie-Victorin",Boucherville,J4B 1X1,450-641-2259,QC,Canada,La Résidence des Berges Inc.,41,41,Résidence à but lucratif,1985,12/15/1993,7/24/2017,RQRA- Regroupement québecois des résidences pour aînés,11/22/2016,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2769,Assisted Living
Résidence Laferrière Inc. (2770),"1894, boulevard René-Gaultier",Varennes,J3X 1N5,450-652-6021,QC,Canada,Résidence Laferrière Inc.,41,41,Résidence à but lucratif,1996,12/1/1996,7/27/2017,Aucune,3/21/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2770,Assisted Living
Résidence L'Autre Jeunesse (2772),"4784, route Marie-Victorin",Contrecoeur,J0L 1C0,450-587-8415,QC,Canada,9080-9062 Québec Inc.,30,30,Résidence à but lucratif,1999,9/1/1999,8/23/2017,RQRA- Regroupement québecois des résidences pour aînés,8/5/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2772,Assisted Living
Maison des Gens Heureux (2775),"609, rue Charron",Contrecoeur,J0L 1C0,450-587-8329,QC,Canada,9270-0918 Québec inc.,9,9,Résidence à but lucratif,1997,11/1/2012,7/17/2017,Aucune,8/12/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2775,Assisted Living
Résidence Grégoire D. Inc. (278),"593, rue du Palais",Saint-Jérôme,J7Z 1Y8,450-438-1094,QC,Canada,RÉSIDENCE GRÉGOIRE D. INC.,9,9,Résidence à but lucratif,1993,4/13/2016,7/15/2016,Aucune,6/9/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=278,Assisted Living
La Villa des Belles Années 1862 (2791),"650, rang Saint-Régis",Saint-Isidore,J0L 2A0,450-454-3017,QC,Canada,9260-3158 Québec Inc.,14,14,Résidence à but lucratif,1998,9/18/2012,7/31/2017,RQRA- Regroupement québecois des résidences pour aînés,2/25/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2791,Assisted Living
Le Manoir Parent Inc. (2792),"11, boulevard d'Anjou",Châteauguay,J6J 2P6,450-692-8236,QC,Canada,Le Manoir Parent Inc.,56,30,Résidence à but lucratif,1989,2/1/1989,8/3/2017,RQRA- Regroupement québecois des résidences pour aînés,1/15/2015,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2792,Assisted Living
Résidence Rhéaume inc. (279),"17641, rue Saint-Luc",Mirabel,J7J 1C8,450-435-6529,QC,Canada,Résidence Rhéaume inc.,28,28,Résidence à but lucratif,1984,5/12/1984,3/6/2017,RQRA- Regroupement québecois des résidences pour aînés,6/18/2011,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=279,Assisted Living
La Maison Fleurie Enrg. (2802),"70, chemin de la Haute-Rivière",Châteauguay,J6K 3N8,450-699-0916,QC,Canada,La Maison Fleurie,11,11,Résidence à but lucratif,1995,9/1/2006,7/17/2017,RQRA- Regroupement québecois des résidences pour aînés; Programme Qualité Logi-être,6/26/2017,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2802,Assisted Living
Résidence Les Quatre Saisons (2803),"25, rue Maheu",Châteauguay,J6K 5G8,450-699-6660,QC,Canada,9080-3743 Québec Inc.,178,178,Résidence à but lucratif,2001,6/1/2001,8/16/2017,Aucune,8/22/2017,Repas; Assistance personnelle; Aide domestique; Soins infirmiers; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2803,Assisted Living
Résidence La Berceuse (2807),"751, rue Saint-Régis",Saint-Isidore,J0L 2A0,450-454-5472,QC,Canada,9289-8436 Québec inc.,15,15,Résidence à but lucratif,1989,12/20/2013,7/5/2016,Aucune,5/15/2015,Repas; Assistance personnelle; Aide domestique; Loisirs,http://wpp01.msss.gouv.qc.ca/appl/K10/public/formulaire/K10FormCons.asp?noForm=2807,Assisted Living
