row_id,AHCA Number (File Number),License Number,License Effective Date,License Expiration Date,Facility Type,Name,Street Address,Street Address Line 2,Street City,Street State,Street Zip,Street County,Phone,Mailing Address,Mailing Address Line 2,Mailing City,Mailing State,Mailing Zip,Mailing County,License Status,Owner,Owner Since,Admin/CEO,Licensed Beds,Profit Status,Web Address,type,country
USA-FL-60-FL-HealthFinder-output-213,11968360,12296,12/4/2014,12/3/2016,Assisted Living Facility,KIRA HOME INC,18900 SW 197TH AVE,,MIAMI,FL,33187-1874,Miami-Dade,(786) 732-7941,18900 SW 197TH AVE,,MIAMI,FL,33187-1874,Miami-Dade,IN LITIGATION,KIRA HOME INC,12/4/2012,NARCISO NAVARRO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-214,11969021,12870,7/13/2016,7/12/2018,Assisted Living Facility,KLECKLEY FAMILY ASSISTED LIVING FACILITY,93 SE 43RD ST,,GAINESVILLE,FL,32641,Alachua,(352) 505-5000,93 SE 43RD ST,,GAINESVILLE,FL,32641,Alachua,LICENSED,Carol  C. Kleckley,4/18/2016,CAROL KLECKLEY,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-215,11968712,12576,10/23/2016,10/22/2018,Assisted Living Facility,KNOLLWOOD MANOR ASSISTED LIVING LLC,1203 WINDSOR AVE,,LONGWOOD,FL,32750,Seminole,(321) 972-8056,1203 WINDSOR AVE,,LONGWOOD,FL,32750,Seminole,LICENSED,KNOLLWOOD MANOR ASSISTED LIVING  LLC,8/21/2014,MIGDALIA MENDEZ,5,For-Profit,knollwoodmanoralf.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-216,11968785,12633,3/5/2017,3/4/2019,Assisted Living Facility,KOZIE KOTTAGE  LLC,12576 54TH ST N,,WEST PALM BEACH,FL,33411,Palm Beach,(561) 247-7978,12576 54TH ST N,,WEST PALM BEACH,FL,33411,Palm Beach,LICENSED,KOZIE KOTTAGE  LLC,12/18/2014,WENDY ROSEMARIE REYES,6,For-Profit,koziekottagealf.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-217,11910434,7714,1/16/2016,1/15/2018,Assisted Living Facility,KOZY KORNER ELDERLY CARE,601 ORCHARD AVENUE,,ORMOND BEACH,FL,32174,Volusia,(386) 677-0059,601 ORCHARD AVENUE,,ORMOND BEACH,FL,32174,Volusia,LICENSED,PLEASANT TIMES LLC,1/16/2006,MARTHA BLUMENAUER,11,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-218,11967550,11584,5/22/2017,5/21/2019,Assisted Living Facility,KOZY KOVE ASSISTED LIVING FACILITY  INC.,490 NW 45TH TER,,PLANTATION,FL,33317-2748,Broward,(954) 316-6580,490 NW 45TH TER,,PLANTATION,FL,33317-2748,Broward,LICENSED,KOZY KOVE ASSISTED LIVING FACILITY  INC.,2/27/2009,HARPER JUNE RAMSEY,6,For-Profit,www.mykozykove.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-219,11965802,10135,3/8/2016,3/7/2018,Assisted Living Facility,KSJ HOME CARE INC.,67 EAST 56 TH STREET,,HIALEAH,FL,33013,Miami-Dade,(305) 823-0989,67 EAST 56 TH STREET,,HIALEAH,FL,33013,Miami-Dade,LICENSED,KSJ HOME CARE INC,3/1/2001,ONEIDA PEREZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-220,11967079,11186,12/14/2015,12/13/2017,Assisted Living Facility,L & B SOLUTION CARE INC.,565 NE 137TH ST,,NORTH MIAMI,FL,33161-3748,Miami-Dade,(305) 899-8449,565 NE 137TH ST,,NORTH MIAMI,FL,33161-3748,Miami-Dade,LICENSED,L & B SOLUTION CARE INC.,9/10/2007,LEONIE NELSON,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-221,11968108,12087,10/21/2015,10/20/2017,Assisted Living Facility,L & L ASSISTED LIVING COMMUNITY INC,4211 CHAIRES CROSS RD,,TALLAHASSEE,FL,32317,Leon,(850) 877-3527,4211 CHAIRES CROSS RD,,TALLAHASSEE,FL,32317,Leon,LICENSED,L & L ASSISTED LIVING COMMUNITY INC,10/7/2011,LINDA KABIA LAMANGO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-222,11967140,11229,8/12/2017,11/10/2017,Assisted Living Facility,L & L SENIOR CARE  INC,1161 NIGHTINGALE AVE,,MIAMI SPRINGS,FL,33166-3830,Miami-Dade,(305) 887-4495,1161 NIGHTINGALE AVE,,MIAMI SPRINGS,FL,33166-3830,Miami-Dade,LICENSED,L & L SENIOR CARE  INC,5/11/2017,LUZ MARIA HERNANDEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-223,11910325,5895,9/29/2017,9/28/2019,Assisted Living Facility,L'ARCHE JACKSONVILLE  INC II,700 ARLINGTON RD N,,JACKSONVILLE,FL,32211-7306,Duval,(904) 721-5992,700 ARLINGTON RD N,,JACKSONVILLE,FL,32211-7306,Duval,LICENSED,L'ARCHE JACKSONVILLE  INC,5/7/1996,MELANIE SAXON,6,Not-For-Profit,www.larchejacksonville.org,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-224,11910323,5523,7/14/2016,7/13/2018,Assisted Living Facility,L'ARCHE JACKSONVILLE  INC. I (PEACE HOUSE),700 ARLINGTON ROAD,,JACKSONVILLE,FL,32211,Duval,(904) 721-5992,700 ARLINGTON ROAD,,JACKSONVILLE,FL,32211,Duval,LICENSED,L'ARCHE JACKSONVILLE  INC,4/7/1977,SHARON TOTH,5,Not-For-Profit,larchejacksonville.org,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-225,11910326,7393,8/22/2017,8/21/2019,Assisted Living Facility,L'ARCHE JACKSONVILLE  INC. III,700 ARLINGTON RD N,,JACKSONVILLE,FL,32211-7306,Duval,(904) 721-5992,700 ARLINGTON RD N,,JACKSONVILLE,FL,32211-7306,Duval,LICENSED,L'ARCHE JACKSONVILLE  INC,4/7/1977,SHARON TOTH,7,Not-For-Profit,www.larchejacksonville.org,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-226,11932692,8218,5/4/2016,5/3/2018,Assisted Living Facility,L'ARCHE JACKSONVILLE  INC. IV,6610 POTTSBURG DRIVE,,JACKSONVILLE,FL,32211,Duval,(904) 721-5992,700 ARLINGTON RD N,,JACKSONVILLE,FL,32211-7306,Duval,LICENSED,L'ARCHE JACKSONVILLE  INC,1/22/1993,BRIDGET B CASHEN,4,Not-For-Profit,larchejacksonville.org,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-227,11968629,12508,5/22/2016,5/21/2018,Assisted Living Facility,LA BELLE LA VIE  LLC,3973 LUBEC AVENUE,,NORTH PORT,FL,34287,Sarasota,(813) 368-2742,3973 LUBEC AVENUE,,NORTH PORT,FL,34287,Sarasota,LICENSED,LA BELLE LA VIE  LLC,3/3/2014,STERELLA MARTINE ABDUL,3,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-228,11968764,12615,1/22/2017,1/21/2019,Assisted Living Facility,LA CASA ALF,9318 MEMORIAL HWY,,TAMPA,FL,33615-3758,Hillsborough,(813) 598-4787,9318 MEMORIAL HWY,,TAMPA,FL,33615-3758,Hillsborough,LICENSED,MEMORIAL SWEET ALF  INC,11/14/2014,YAREMIS HERNANDEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-229,11968625,12504,5/14/2016,5/13/2018,Assisted Living Facility,LA CASA DE TODOS INC,2364 W LAKEWOOD RD,,WEST PALM BEACH,FL,33406,Palm Beach,(561) 766-1607,2364 W LAKEWOOD RD,,WEST PALM BEACH,FL,33406,Palm Beach,LICENSED,LA CASA DE TODOS INC.,2/24/2014,RAUL J PEREZ MOLINA,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-230,11966421,10616,4/20/2017,4/19/2019,Assisted Living Facility,LA CASITA NUESTRA HOME II,14909 S.W. 22 STREET,,MIAMI,FL,33185,Miami-Dade,(305) 227-3361,14909 S.W. 22 STREET,,MIAMI,FL,33185,Miami-Dade,LICENSED,LA CASITA NUESTRA HOME II  INC,2/28/2005,LOURDES PEREZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-231,11967943,11909,11/1/2016,10/31/2018,Assisted Living Facility,LA COLONIA 1 ALF INC,830 NE 10TH LANE,,CAPE CORAL,FL,33909,Lee,(239) 772-0029,830 NE 10TH LANE,,CAPE CORAL,FL,33909,Lee,LICENSED,LA COLONIA 1 ALF  INC.,9/20/2010,LAZARO FLORES,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-232,11968426,12331,3/4/2017,3/3/2019,Assisted Living Facility,LA COLONIA II ALF INC,637 SE 12TH CT,,CAPE CORAL,FL,33990-2922,Lee,(239) 574-1502,637 SE 12TH CT,,CAPE CORAL,FL,33990-2922,Lee,LICENSED,LA COLONIA II ALF  INC.,10/29/2012,LAZARO FLORES,10,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-233,11967605,11627,8/2/2016,8/1/2018,Assisted Living Facility,LA ESTACION DORADA OF MIAMI,1230 SW 94TH AVE,,MIAMI,FL,33174-3046,Miami-Dade,(305) 710-4543,1230 SW 94TH AVE,,MIAMI,FL,33174-3046,Miami-Dade,LICENSED,LA ESTACION DORADA LLC,8/2/2010,OREIDA ALVAREZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-234,11969191,13024,6/15/2017,6/14/2019,Assisted Living Facility,LA ESTANCIA HOME CARE ALF  INC,15321 NW 33RD CT,,MIAMI GARDENS,FL,33054,Miami-Dade,(305) 747-8663,15321 NW 33RD CT,,MIAMI GARDENS,FL,33054,Miami-Dade,LICENSED,LA ESTANCIA HOME CARE ALF  INC,3/22/2017,JOSE FERNANDEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-235,11968213,12146,3/6/2016,3/5/2018,Assisted Living Facility,LA FINCA ALF  INC.,17705 SW 218TH ST,,MIAMI,FL,33170-7700,Miami-Dade,(786) 410-5308,17705 SW 218TH ST,,MIAMI,FL,33170-7700,Miami-Dade,LICENSED,LA FINCA ALF  INC.,11/14/2011,ARGEL RAMOS,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-236,11969231,13056,8/29/2017,8/28/2019,Assisted Living Facility,LA GLORIA ALF LLC,6003 W KNOX ST,,TAMPA,FL,33634,Hillsborough,(813) 415-3002,6003 W KNOX ST,,TAMPA,FL,33634,Hillsborough,LICENSED,LA GLORIA ALF LLC,8/29/2017,TERESA ITURRIAGA,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-237,11967024,11123,9/25/2017,9/24/2019,Assisted Living Facility,LA GRANDE BELLE,5898 ORCHARD POND RD,,TALLAHASSEE,FL,32303,Leon,(786) 200-8897,10031 PINES BLVD STE 226,,PEMBROOK PINES,FL,33024-6180,Broward,LICENSED,TAVARIS SPRADLEY,10/1/2007,TAVARIS SPRADLEY,6,For-Profit,www.tallahasseealf.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-238,11942793,7534,9/16/2016,5/1/2018,Assisted Living Facility,LA MILAGROSA HOME CARE  INC.,3341 SW 7TH ST,,MIAMI,FL,33135-2603,Miami-Dade,(305) 447-1559,3341 SW 7TH ST,,MIAMI,FL,33135-2603,Miami-Dade,LICENSED,LA MILAGROSA HOME CARE  INC.,6/1/1993,MILEIDYS GARCIA,14,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-239,11922180,7937,11/10/2016,11/9/2018,Assisted Living Facility,LA MILAGROSA II,1820 SW 14TH AVE,,MIAMI,FL,33145-1612,Miami-Dade,(305) 854-5871,1820 SW 14TH AVE,,MIAMI,FL,33145-1612,Miami-Dade,LICENSED,MARIA M PALACIOS,6/22/1992,MARIA M PALACIOS,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-240,11966505,10727,10/18/2017,10/17/2019,Assisted Living Facility,LA PALOMA ENTERPRISES  INC,880 EAST BAFFIN DRIVE,,VENICE,FL,34293,Sarasota,(941) 377-7910,7385 DEER CROSSING COURT,,SARASOTA,FL,34240,Sarasota,LICENSED,LA PALOMA ENTERPRISES  INC.,6/20/2005,KIMBERLY ANN GRISSOM,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-241,11967253,11300,4/18/2016,4/17/2018,Assisted Living Facility,LA PAZ HOME CARE CORP,12968 N. W. 9 TERRACE,,MIAMI,FL,33182,Miami-Dade,(305) 229-7260,12968 N. W. 9 TERRACE,,MIAMI,FL,33182,Miami-Dade,LICENSED,LA PAZ HOME CARE CORP,3/3/2008,ALIDO GALLARDO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-242,11968777,12631,2/24/2017,2/23/2019,Assisted Living Facility,LA POINCIANA ALF,200 POINCIANA AVE,,PORT ORANGE,FL,32127,Volusia,(386) 310-4558,200 POINCIANA ALF,,PORT ORANGE,FL,32127,Volusia,LICENSED,LA POINCIANA ALF  LLC,12/30/2014,CARMELLE LAPORTE,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-243,11965803,10145,3/11/2016,3/10/2018,Assisted Living Facility,LA ROSA ALF INC.,7865 WEST 5TH COURT,,HIALEAH,FL,33014,Miami-Dade,(305) 819-9739,7865 WEST 5TH COURT,,HIALEAH,FL,33014,Miami-Dade,LICENSED,LA ROSA ALF INC,12/4/2001,YOLANDA CORVO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-244,11968775,12627,2/16/2017,2/15/2019,Assisted Living Facility,LA VIDA EN EL MAR ALF INC,6802 ROSEWOOD CT,,TAMPA,FL,33615-3318,Hillsborough,(786) 488-1075,6802 ROSEWOOD CT,,TAMPA,FL,33615-3318,Hillsborough,LICENSED,LA VIDA EN EL MAR ALF INC,12/3/2014,CARLOS ESCALANTE SANTANA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-245,52963256,6906819,10/21/2015,10/20/2017,Adult Family Care Home,LABATTE CLAIRE,281 SW BEDFORD RD,,PORT SAINT LUCIE,FL,34953,St. Lucie,(772) 207-0280,281 SW BEDFORD RD,,PORT SAINT LUCIE,FL,34953,St. Lucie,LICENSED,CLAIRE LABATTE,8/31/2015,CLAIRE LABATTE,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-246,52963033,6906651,10/28/2016,12/25/2017,Adult Family Care Home,LACY  ROSALYN,1233 DUNBROOKE ST,,WINTER GARDEN,FL,34787-4859,Orange,(407) 287-7149,1233 DUNBROOKE ST,,WINTER GARDEN,FL,34787-4859,Orange,LICENSED,ROSALYN LACY,7/12/2013,ROSALYN LACY,5,For-Profit,Rosesplace5499@yahoo.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-247,11964775,9320,6/22/2015,6/9/2017,Assisted Living Facility,LADY REGLA CARE INC,11935 SW 40TH ST,,MIAMI,FL,33175-3571,Miami-Dade,(305) 552-1128,18320 NW 86TH AVE,,HIALEAH,FL,33015,Miami-Dade,IN REVIEW,LADY REGLA CARE INC,6/10/2015,LISDREY FUNDORA,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-248,11967258,11373,7/9/2016,7/8/2018,Assisted Living Facility,LAFETA FAMILY HOME CARE ,1061 DIVISION STREET,,JACKSONVILLE,FL,32209,Duval,(904) 358-3933,1061 DIVISION STREET,,JACKSONVILLE,FL,32209,Duval,LICENSED,LAFETA FAMILY HOME CARE LLC,4/10/2011,LAFETA L COLEMAN,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-249,11969084,12917,10/18/2016,10/17/2018,Assisted Living Facility,LAKE HENDON ESTATE ASSISTED LIVING,5311 CARSON ST,,SAINT CLOUD,FL,34771,Osceola,(407) 891-2220,5311 CARSON ST,,SAINT CLOUD,FL,34771,Osceola,LICENSED,SILVER ALERT  LLC,8/4/2016,RIZA KING,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-250,11967506,11560,11/1/2016,10/31/2018,Assisted Living Facility,LAKE PARK ALF,915 FORESTERIA DRIVE,,LAKE PARK,FL,33408,Palm Beach,(561) 508-2148,915 FORESTERIA DR,,LAKE PARK,FL,33403,Palm Beach,LICENSED,CARPEN INVESTMENT  INC.,11/1/2014,PATRICIA RENGASAWMY,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-251,11967653,11659,9/21/2017,9/20/2019,Assisted Living Facility,LAKE VIEW ALF CORP.,14220 KENDALE LAKES BLVD,,MIAMI,FL,33183-3923,Miami-Dade,(305) 387-4063,14220 KENDALE LAKES BLVD,,MIAMI,FL,33183-3923,Miami-Dade,LICENSED,LAKE VIEW ALF CORP.,6/29/2009,JOSE L MARTIN,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-252,11969143,12965,2/8/2017,2/7/2019,Assisted Living Facility,LAKES ACTIVE SENIOR LIVING INC,3700 NW 27 ST,,LAUDERDALE LAKES,FL,33311,Broward,(954) 599-7686,3700 NW 27 ST,,LAUDERDALE LAKES,FL,33311,Broward,LICENSED,Lakes Active Senior Living Inc,12/21/2016,VERONICA ALLEN,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-253,11968671,12554,9/3/2016,9/2/2018,Assisted Living Facility,LAKESHORE MANOR  LLC,960 W LAKESHORE DR,,CLERMONT,FL,34711,Lake,(352) 989-5449,960 W LAKESHORE DR,,CLERMONT,FL,34711,Lake,LICENSED,LAKESHORE MANOR  LLC,5/19/2014,REGINA MANALILI,6,For-Profit,www.lakeshoremanor.org,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-254,11943056,8358,5/27/2016,5/20/2018,Assisted Living Facility,LAKESIDE MANOR,676 UNION STREET,,DUNEDIN,FL,34698,Pinellas,(727) 734-2820,676 UNION STREET,,DUNEDIN,FL,34698,Pinellas,LICENSED,LAKESIDE MANOR LLC,5/19/2004,ROBIN K BARRETT,13,For-Profit,www.lakesidemanorfl.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-255,11942911,8312,3/15/2017,3/14/2019,Assisted Living Facility,LAKEVIEW ALF ENTERPRISES  INC.,3833 SW 33RD ST,,HOLLYWOOD,FL,33023,Broward,(954) 967-0690,3833 SW 33RD ST,,HOLLYWOOD,FL,33023,Broward,LICENSED,LAKEVIEW ALF ENTERPRISES  INC.,3/16/1999,PATRICIA B SCAUZZO,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-256,32910130,436,5/10/2017,5/9/2019,Residential Treatment Facility,LAKEVIEW CENTER,2002 N H ST,,PENSACOLA,FL,32501-1888,Escambia,(850) 432-1222,1221 W LAKEVIEW AVE,,PENSACOLA,FL,32501-1857,Escambia,LICENSED,LAKEVIEW CENTER  INC.,4/29/1992,MARY ALLISON HILL,12,Not-For-Profit,EBAPTISTHEALTHCARE.ORG/LAKEVIEWCENTER,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-257,11911297,4274,6/9/2017,5/21/2019,Assisted Living Facility,LAKEVIEW MANOR ASSISTED LIVING FACILITY  INC,5357 BROSCHE ROAD,,ORLANDO,FL,32807,Orange,(407) 277-7103,5357 BROSCHE ROAD,,ORLANDO,FL,32807,Orange,LICENSED,LAKEVIEW MANOR ASSISTED LIVING FACILITY  INC.,2/11/2005,MAY FLOR HARRIS,14,For-Profit,lakeviewmanororlando.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-258,11967648,11661,9/21/2015,9/20/2017,Assisted Living Facility,LAKEVIEW SENIOR CARE INC,10082 SW 147TH PL,,MIAMI,FL,33196-1628,Miami-Dade,(305) 456-3608,10082 SW 147TH PL,,MIAMI,FL,33196-1628,Miami-Dade,IN REVIEW,LAKEVIEW SENIOR CARE INC,6/26/2009,DENIS VARGAS,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-259,32960268,8568,7/31/2017,5/3/2019,Residential Treatment Facility,LAKEWOOD CENTER,8400 LA AMISTAD COVE,,FERN PARK,FL,32730,Seminole,(407) 331-7226,8400 LA AMISTAD COVE,,FERN PARK,FL,32730,Seminole,LICENSED,LA AMISTAD FOUNDATION  INC.,4/16/1999,CARLTON TALLEY,10,Not-For-Profit,WWW.LAKEWOODCENTER.ORG,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-260,52963322,6906878,8/24/2016,8/23/2018,Adult Family Care Home,LAMADIEU  SAMANTHA,709 S 51ST ST,,TAMPA,FL,33619,Hillsborough,(813) 900-6018,709 S 51ST ST,,TAMPA,FL,33619,Hillsborough,LICENSED,SAMANTHA V LAMADIEU,6/24/2016,SAMANTHA V LAMADIEU,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-261,11942785,8248,6/28/2016,6/27/2018,Assisted Living Facility,LAMERCIE HOME INC,4225 NW 25TH PLACE,,LAUDERHILL,FL,33313,Broward,(954) 486-7792,4225 NW 25TH PLACE,,LAUDERHILL,FL,33313,Broward,LICENSED,LAMERCIE HOME  INC.,3/16/1994,NICOLAS JEAN VALIAS,14,For-Profit,www.lamerciehome.com,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-262,52963274,6906842,2/12/2016,2/11/2018,Adult Family Care Home,LAMPLEY  TOMMY R,4734 9TH AVE S,,SAINT PETERSBURG,FL,33711,Pinellas,(727) 623-3705,4734 9TH AVE S,,SAINT PETERSBURG,FL,33711,Pinellas,LICENSED,TOMMY R LAMPLEY,7/6/1958,TOMMY R LAMPLEY,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-263,52963357,6906897,3/21/2017,3/20/2019,Adult Family Care Home,LANE  ALAN,1710 HARBOR DR,,CLEARWATER,FL,33755,Pinellas,(727) 643-8050,1710 HARBOR DR,,CLEARWATER,FL,33755,Pinellas,LICENSED,ALAN LANE,1/20/2017,ALAN LANE,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-264,11968859,12717,8/21/2017,8/20/2017,Assisted Living Facility,LAO S GROUP HOME CORP,1443 SW 146TH CT,,MIAMI,FL,33184,Miami-Dade,(786) 307-1764,1443 SW 146TH CT,,MIAMI,FL,33184,Miami-Dade,IN REVIEW,LAO S GROUP HOME CORP,6/16/2015,ELDA ISERN,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-265,52962863,6906533,2/10/2016,2/9/2018,Adult Family Care Home,LARIONNE  WITZA,189 DONALD AVE NE,,PALM BAY,FL,32907-3158,Brevard,(954) 249-7674,189 DONALD AVE NE,,PALM BAY,FL,32907-3158,Brevard,LICENSED,WITZA LABBE LARIONNE,2/10/2012,WITZA LABBE LARIONNE,4,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-266,11968614,12484,3/28/2016,3/27/2018,Assisted Living Facility,LARRY'S FAMILY2 CARE ALF  LLC,8346 GARRISON CIR,,TAMPA,FL,33615,Hillsborough,(813) 841-9831,8346 GARRISON CIR,,TAMPA,FL,33615,Hillsborough,LICENSED,LARRY'S FAMILY2 CARE ALF  LLC,1/29/2014,KIRENIA GUZMAN MARTINEZ,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-267,11966035,10300,5/16/2017,5/15/2019,Assisted Living Facility,LAS BRISAS HOME CARE  INC,7401 W 34TH LN,,HIALEAH,FL,33018-1797,Miami-Dade,(305) 558-7207,7401 W 34TH LN,,HIALEAH,FL,33018-1797,Miami-Dade,LICENSED,LAS BRISAS HOME CARE INC.,3/18/2003,SILVIA MARTINEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-268,11969016,12882,8/4/2016,8/3/2018,Assisted Living Facility,LAS DELICIAS ALF 2,3840 NW 184TH ST,,MIAMI GARDENS,FL,33055,Miami-Dade,(305) 623-7884,3840 NW 184TH ST,,MIAMI GARDENS,FL,33055,Miami-Dade,LICENSED,LAS DELICIAS ALF 2 INC,4/8/2016,AMARILYS MARQUEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-269,11966766,10907,10/20/2016,10/19/2018,Assisted Living Facility,LAS DELICIAS ALF  INC.,4840 NW 191 STREET,,MIAMI GARDENS,FL,33055,Miami-Dade,(305) 623-5193,4840 NW 191 STREET,,MIAMI GARDENS,FL,33055,Miami-Dade,LICENSED,LAS DELICIAS ALF  INC,8/9/2006,FREDDY MARQUEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-270,11968425,12309,1/3/2017,1/2/2019,Assisted Living Facility,LAS MERCEDES FAMILY HOME INC,8426 N MANHATTAN AVE,,TAMPA,FL,33614-1406,Hillsborough,(813) 249-4536,8426 N MANHATTAN AVE,,TAMPA,FL,33614-1406,Hillsborough,LICENSED,LAS MERCEDES FAMILY HOME INC,1/3/2013,RENE LOPEZ-MARTINEZ,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-271,11968968,12808,7/15/2016,3/22/2018,Assisted Living Facility,LAS PALMAS ALF CORP,1170 NW 26TH ST,,MIAMI,FL,33127,Miami-Dade,(786) 290-1032,1170 NW 26TH ST,,MIAMI,FL,33127,Miami-Dade,LICENSED,LAS PALMAS ALF CORP,1/7/2016,RAUL PEREZ,8,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-272,11969147,12979,3/7/2017,3/6/2019,Assisted Living Facility,LASALLE ASSISTED LIVING ROCKLEDGE LLC,3545 MURRELL RD,,ROCKLEDGE,FL,32955,Brevard,(321) 208-7886,3525 MURRELL RD,,ROCKLEDGE,FL,32955,Brevard,LICENSED,LASALLE ASSISTED LIVING ROCKLEDGE  LLC.,12/21/2016,SALLY HAYES WILLIAMS,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-273,11968885,12721,9/12/2017,9/1/2017,Assisted Living Facility,LASALLE TLC ASSISTED LIVING LLC,585 ALLEN DR,,MERRITT ISLAND,FL,32952,Brevard,(321) 806-4601,585 ALLEN DR,,MERRITT ISLAND,FL,32952,Brevard,IN REVIEW,LASALLE TLC ASSISTED LIVING  LLC.,7/27/2015,SALLY HAYES WILLIAMS,5,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-274,11922174,7992,2/15/2017,2/14/2019,Assisted Living Facility,LAURA'S ELDERLY HOMECARE  INC.,19500 S.W. 127TH AVENUE,,MIAMI,FL,33177,Miami-Dade,(305) 378-9962,19500 S.W. 127TH AVENUE,,MIAMI,FL,33177,Miami-Dade,LICENSED,LAURA'S ELDERLY HOMECARE INC,12/11/2000,ERROL BROWN,6,For-Profit,,Assisted Living Facilities,US
USA-FL-60-FL-HealthFinder-output-275,11966170,10423,3/28/2017,3/27/2019,Assisted Living Facility,LAUREL OAKS ALF  INC.,3809 CAPPER RD,,JACKSONVILLE,FL,32218,Duval,(904) 765-5227,3809 CAPPER RD,,JACKSONVILLE,FL,32218,Duval,LICENSED,LAUREL OAKS ALF  INC,3/28/2013,ANTONIO DOCTOR,6,For-Profit,www.laureloaksalf.com,Assisted Living Facilities,US
