row_id,Facility Name,Address,County,City,Zip,Phone,Fax,Facility ID,Operator,Certificate Number,Number of Beds,Assisted Living Program Beds,Assisted Living Residence (ALR) Beds,Enhanced ALR Beds,Special Needs ALR Beds,Type,Classification,Regional Office,Location,Country
USA-NY-45-AdultCare-45-AdultCare-392,Sunrise of Glen Cove,39 Forest Avenue,Nassau,Glen Cove,11542,(516) 656-0575,(516) 656-0574,AF0834A,"GWC-Glen Cove, Inc.",400-F-327,111,0,111,111,41,AH,PPHA,MARO,"39 Forest Avenue
Glen Cove, NY 11542
(40.87115398200007, -73.62674184499997)",USA
USA-NY-45-AdultCare-45-AdultCare-393,New Monsey Park Home,15 Monsey Boulevard,Rockland,Monsey,10952,(845) 356-3400,(845) 356-3503,AF0330A,"Orzel, Israel",620-F-052,263,0,0,0,0,AH,PPHA,MARO,"15 Monsey Boulevard
Monsey, NY 10952
(41.11421678600004, -74.06162518399998)",USA
USA-NY-45-AdultCare-45-AdultCare-394,Lott Assisted Living Residence,1261 Fifth Avenue,New York,New York,10029,(212) 534-6464,(212) 534-1184,AF0234B,Lott Assisted Living Operating Corp.,420-S-391,131,131,0,0,0,EHP/ALP,NFP,MARO,"1261 Fifth Avenue
New York, NY 10029
(40.79537793600008, -73.95027389199998)",USA
USA-NY-45-AdultCare-45-AdultCare-395,Woodcrest Commons,4455 West Henrietta Road,Monroe,Henrietta,14467,(585) 334-1800,(585) 321-9395,AF0481A,"DePaul Adult Care Communities, Inc.",370-E-198,120,24,0,0,0,AH/ALP,NFP,WRO,"4455 West Henrietta Road
Henrietta, NY 14467
(43.063058237000064, -77.64970236599999)",USA
USA-NY-45-AdultCare-45-AdultCare-396,Updyke's Willow Ridge Quality Care Facility,131 Hornell Street,Steuben,Hornell,14843,(607) 324-5417,(607) 324-1913,AF0571A,"Updyke, Josephine",690-F-035,40,0,0,0,0,AH,PPHA,WRO,"131 Hornell Street
Hornell, NY 14843
(42.33257655300008, -77.66569624199997)",USA
USA-NY-45-AdultCare-45-AdultCare-397,Park Creek Senior Living Community,410 Mill Street,Erie,Amherst,14221,(716) 632-3000,(716) 632-3003,AF0657B,Mill Street Assisted Living LLC,240-F-876,94,0,0,0,0,AH,PPHA,WRO,"410 Mill Street
Amherst, NY 14221
(42.97543183200003, -78.74448108999997)",USA
USA-NY-45-AdultCare-45-AdultCare-398,Cogswell's Rest Haven,958 Lake Street,Chemung,Elmira,14901,(607) 734-8728,(607) 734-8728,AF0474A,"Cogswell, John P.",070-F-026,16,0,0,0,0,AH,PPHA,WRO,"958 Lake Street
Elmira, NY 14901
(42.10385625200007, -76.80481673399998)",USA
USA-NY-45-AdultCare-45-AdultCare-399,Brookdale Bassett Road,245 Bassett Road,Erie,Williamsville,14221,(716) 688-4011,(716) 688-2773,AF0446C,"Painted Post, LLC",240-F-882,105,0,0,0,0,AH,PPHA,WRO,"245 Bassett Road
Williamsville, NY 14221
(42.99679054600006, -78.72845107699999)",USA
USA-NY-45-AdultCare-45-AdultCare-400,Presbyterian Residential Community,4300 Middle Settlement Road,Oneida,New Hartford,13413,(315) 797-7500,(315) 792-9503,AF0097A,"Presbyterian Residential Community, Inc.",510-E-065,96,78,0,0,0,AH/ALP,NFP,CNYRO,"4300 Middle Settlement Road
New Hartford, NY 13413
(43.07345447000006, -75.34249608699997)",USA
USA-NY-45-AdultCare-45-AdultCare-401,Brentwood Adult Home,147 Second Avenue,Suffolk,Brentwood,11717,(631) 273-7204,(631) 951-9161,AF0210A,"Halpert, Sarah",700-F-013,30,0,0,0,0,AH,PPHA,MARO,"147 Second Avenue
Brentwood, NY 11717
(40.77846233300005, -73.23234594299998)",USA
USA-NY-45-AdultCare-45-AdultCare-402,New Rochelle Home for Adults,41 Lockwood Ave.,Westchester,New Rochelle,10801,(914) 576-1202,(914) 633-0308,AF0331B,"New Rochelle Home for Adults, LLC",800-F-132,250,0,0,0,0,AH,PPHA,MARO,"41 Lockwood Ave.
New Rochelle, NY 10801
(40.91422507100003, -73.78641941799998)",USA
USA-NY-45-AdultCare-45-AdultCare-403,St. Francis Commons,12 Burkle Street,Oswego,Oswego,13126,(315) 326-0870,(315) 349-0797,AF0710A,"St. Francis Commons, Inc.",560-E-009,60,60,60,0,14,AH/ALP,NFP,CNYRO,"12 Burkle Street
Oswego, NY 13126
(43.44790054100008, -76.49434387499997)",USA
USA-NY-45-AdultCare-45-AdultCare-404,Woodlawn Commons,156 Lawrence Street,Saratoga,Saratoga Springs,12866,(518) 587-4100,(518) 587-1773,AF0138A,"Woodlawn Apartments, Inc.",640-S-001,42,0,0,0,0,EHP,PPHA,CDRO,"156 Lawrence Street
Saratoga Springs, NY 12866
(43.089866880000045, -73.79154253399997)",USA
USA-NY-45-AdultCare-45-AdultCare-405,The Terrace at Woodland,8299 Turin Road,Oneida,Rome,13440,(315) 336-0307,(315) 336-0338,AF0668A,"Forest Hill Associates, Inc.",510-F-059,60,16,44,0,12,AH/ALP,PPHA,CNYRO,"8299 Turin Road
Rome, NY 13440
(43.26432884800005, -75.46402438599995)",USA
USA-NY-45-AdultCare-45-AdultCare-406,Brookdale Bellevue,4330 Onondaga Boulevard,Onondaga,Syracuse,13219,(315) 468-5108,(315) 468-0663,AF0148C,"Painted Post, LLC",520-F-163,91,0,0,0,0,AH,PPHA,CNYRO,"4330 Onondaga Boulevard
Syracuse, NY 13219
(43.02665856300007, -76.21503436599994)",USA
USA-NY-45-AdultCare-45-AdultCare-407,Elizabeth Brewster House,41 South Main Street,Cortland,Homer,13077,(607) 749-3061,(607) 749-5862,AF0039A,Elizabeth Brewster House,210-E-001,45,0,0,0,0,AH,NFP,CNYRO,"41 South Main Street
Homer, NY 13077
(42.635369463000075, -76.17868666399994)",USA
USA-NY-45-AdultCare-45-AdultCare-408,Oakwood Senior Living,3456 Delaware Avenue,Erie,Kenmore,14217,(716) 877-7171,(716) 877-6383,AF0521B,"Kenwell Gardens, LLC",240-F-888,148,16,0,0,0,AH/ALP,PPHA,WRO,"3456 Delaware Avenue
Kenmore, NY 14217
(42.97841028800008, -78.87202053499999)",USA
USA-NY-45-AdultCare-45-AdultCare-409,Family Srvs/Rochester EHP3 Hudson-Ridge Towers,401 Seneca Manor Drive,Monroe,Rochester,14621,(585) 266-5610,(585) 232-3062,AF0496A,Family Services Of Rochester,370-S-191,47,0,0,0,0,EHP,NFP,WRO,"401 Seneca Manor Drive
Rochester, NY 14621
(43.19361267600004, -77.60365170499995)",USA
USA-NY-45-AdultCare-45-AdultCare-410,Ahana House,31 Sixth Street,Saratoga,Waterford,12188,(518) 238-0471,(518) 233-1168,AF0011A,"Support Ministries For Persons with Aids, Inc.",640-E-034,17,0,0,0,0,AH,NFP,CDRO,"31 Sixth Street
Waterford, NY 12188
(42.793169877000025, -73.68048063599997)",USA
USA-NY-45-AdultCare-45-AdultCare-411,Pine Harbour,15 New Hampshire Street,Clinton,Plattsburgh,12903,(518) 561-5307,(518) 561-5377,AF0652A,"Pine Harbour, Inc.",090-S-001,66,0,0,0,0,EHP,NFP,CDRO,"15 New Hampshire Street
Plattsburgh, NY 12903
(44.67641952200006, -73.44444066199998)",USA
USA-NY-45-AdultCare-45-AdultCare-412,Brookdale Painted Post,120 Creekside Drive,Steuben,Painted Post,14870,(607) 962-5096,(607) 937-3130,AF0506C,"Painted Post, LLC",690-F-044,110,0,0,0,0,AH,PPHA,WRO,"120 Creekside Drive
Painted Post, NY 14870
(42.143193679000035, -77.12353886899996)",USA
USA-NY-45-AdultCare-45-AdultCare-413,Seabury Woods,110 Dalaker Drive,Monroe,Rochester,14624,(585) 426-4950,(585) 429-4625,AF0593A,"CH Services, Inc.",370-S-841,85,0,85,8,24,EHP,NFP,WRO,"110 Dalaker Drive
Rochester, NY 14624
(43.140001547000054, -77.74180199999995)",USA
USA-NY-45-AdultCare-45-AdultCare-414,New Sunnyside Adult Home,7010 Collamer Road,Onondaga,East Syracuse,13057,(315) 656-7218,(315) 656-1483,AF0181B,"New Sunnyside Adult Home, Inc.",520-F-148,20,0,0,0,0,AH,PPHA,CNYRO,"7010 Collamer Road
East Syracuse, NY 13057
(43.10912049800004, -76.03750897999998)",USA
USA-NY-45-AdultCare-45-AdultCare-415,The Barton Place,401 Floyd Avenue,Oneida,Rome,13440,(315) 533-6902,(315) 533-6903,AF0732A,JJM Health LLC,510-F-061,24,0,0,0,0,AH,PPHA,CNYRO,"401 Floyd Avenue
Rome, NY 13440
(43.212836535000065, -75.45145077299998)",USA
USA-NY-45-AdultCare-45-AdultCare-416,The Bristal at North Hills,99 South Service Road,Nassau,North Hills,11040,(516) 233-3100,(516) 233-3300,AF0643A,"Engel Burman Senior Housing at North Hills, Inc.",400-F-310,60,0,0,0,0,AH,PPHA,MARO,"99 South Service Road
North Hills, NY 11040
(40.77026694700004, -73.68808609599995)",USA
USA-NY-45-AdultCare-45-AdultCare-417,Middleville Rest Home,19 North Main Street  P.O. Box 128,Herkimer,Middleville,13406,(315) 891-3695,(315) 891-3136,AF0083A,"Caiola, Rachel",320-F-019,24,0,0,0,0,AH,PPHA,CNYRO,"19 North Main Street P.O. Box 128
Middleville, NY 13406
(43.13790038700006, -74.96862230499994)",USA
USA-NY-45-AdultCare-45-AdultCare-418,The New Swan Lake Adult Home LLC,Route 55 Box 247,Sullivan,Swan Lake,12783,(845) 292-6298,(845) 292-6298,AF0411B,The New Swan Lake Adult Home LLC,710-F-058,27,0,0,0,0,AH,PPHA,MARO,"Route 55 Box 247
Swan Lake, NY 12783
(41.69021092100007, -74.82875563499994)",USA
USA-NY-45-AdultCare-45-AdultCare-419,Manor Hills,4192-B Bolivar Road,Allegany,Wellsville,14895,(585) 593-9800,(585) 593-4605,AF0528B,Manor Hills Inc.,010-F-017,137,0,137,0,22,AH,PPHA,WRO,"4192-B Bolivar Road
Wellsville, NY 14895
(42.126603653000075, -77.96727906399997)",USA
USA-NY-45-AdultCare-45-AdultCare-420,Kendal on Hudson,1010 Kendal Way,Westchester,Sleepy Hollow,10591,(914) 922-1000,(914) 332-9585,AF0636A,"Kendal on Hudson, Inc.",800-S-134,47,0,47,47,13,EHP,NFP,MARO,"1010 Kendal Way
Sleepy Hollow, NY 10591
(41.110653177000074, -73.86710963499996)",USA
USA-NY-45-AdultCare-45-AdultCare-421,Chester Hill Adult Home,187 Cottage Avenue,Westchester,Mount Vernon,10550,(914) 699-4294,(914) 665-7008,AF0236B,187 Cottage Avenue Corporation,800-F-986,21,0,0,0,0,AH,PPHA,MARO,"187 Cottage Avenue
Mount Vernon, NY 10550
(40.91760110000007, -73.83340750399998)",USA
USA-NY-45-AdultCare-45-AdultCare-422,New Broadview Manor Home For Adults,70 Father Capodanno Boulevard,Richmond,Staten Island,10305,(718) 273-8900,(718) 720-2415,AF0324B,"New Broadview Manor Home for Adults, LLC",610-F-062,200,116,0,0,0,AH/ALP,PPHA,MARO,"70 Father Capodanno Boulevard
Staten Island, NY 10305
(40.59426491000005, -74.06283637299998)",USA
USA-NY-45-AdultCare-45-AdultCare-423,Woodbrook,1250 Maple Avenue,Chemung,Elmira,14904,(607) 734-7741,(607) 734-5636,AF0583A,"Woodbrook Assisted Living, Inc.",070-E-011,80,0,80,0,0,AH,NFP,WRO,"1250 Maple Avenue
Elmira, NY 14904
(42.06799652600006, -76.78634572999994)",USA
USA-NY-45-AdultCare-45-AdultCare-424,South Bay Adult Home,"33 Cottontail Run, Box 601",Suffolk,Center Moriches,11934,(631) 878-0758,(631) 878-0776,AF0396B,South Bay Adult Home and ALP LLC,700-F-937,39,24,0,0,0,AH/ALP,PPHA,MARO,"33 Cottontail Run, Box 601
Center Moriches, NY 11934
(40.78918396700004, -72.81340253899998)",USA
USA-NY-45-AdultCare-45-AdultCare-425,Sunrise of Crestwood,65 Crisfield Street,Westchester,Yonkers,10710,(914) 395-3500,(914) 395-3510,AF0865A,"GWC-Crestwood, Inc.",800-F-994,116,0,116,116,25,AH,PPHA,MARO,"65 Crisfield Street
Yonkers, NY 10710
(40.97569333000007, -73.82850340799996)",USA
USA-NY-45-AdultCare-45-AdultCare-426,Brookdale Ithaca Assisted Living,103 Bundy Road,Tompkins,Ithaca,14850,(607) 256-2580,(607) 256-2446,AF0822A,"SH Ithaca Operator, Inc.",730-S-011,53,0,53,53,0,EHP,PPHA,CNYRO,"103 Bundy Road
Ithaca, NY 14850
(42.46041451700006, -76.53031055999998)",USA
USA-NY-45-AdultCare-45-AdultCare-427,Boulevard ALP,71-61 159th Street,Queens,Flushing,11365,(718) 969-8102,(718) 969-8128,AF0629B,Queens Boulevard ALP LLC,590-S-317,239,200,0,0,0,EHP/ALP,PPHA,MARO,"71-61 159th Street
Flushing, NY 11365
(40.72847517200006, -73.80992744499997)",USA
USA-NY-45-AdultCare-45-AdultCare-428,Willow Gardens,60 Willow Drive,Westchester,New Rochelle,10805,(914) 336-2338,(914) 235-5683,AF0737A,"Willow Gardens, Inc.",800-F-001,51,0,51,30,51,AH,PPHA,MARO,"60 Willow Drive
New Rochelle, NY 10805
(40.897842886000035, -73.78040523499999)",USA
USA-NY-45-AdultCare-45-AdultCare-429,Vassar-Warner Home,52 South Hamilton Street,Dutchess,Poughkeepsie,12601,(845) 454-3754,(845) 454-6967,AF0430A,Vassar-Warner Home,230-E-014,58,6,0,0,0,AH/ALP,NFP,MARO,"52 South Hamilton Street
Poughkeepsie, NY 12601
(41.69929360800006, -73.92494196899997)",USA
USA-NY-45-AdultCare-45-AdultCare-430,"Millview of Latham, LLC",514 Old Loudon Road,Albany,Cohoes,12047,(518) 785-7788,(518) 785-2745,AF0018B,"Millview of Latham, LLC",000-F-294,55,0,55,0,0,AH,PPHA,CDRO,"514 Old Loudon Road
Cohoes, NY 12047
(42.78782892300006, -73.73986750899996)",USA
USA-NY-45-AdultCare-45-AdultCare-431,Marchand Manor,"121 Main Street, Route 10",Schoharie,Sharon Springs,13459,(518) 284-2357,(518) 284-2357,AF0076B,"Marchand Manor, LLC",660-F-051,36,36,0,0,0,AH/ALP,PPHA,CDRO,"121 Main Street, Route 10
Sharon Springs, NY 13459
(42.79055157600004, -74.62100374399995)",USA
USA-NY-45-AdultCare-45-AdultCare-432,Amber Court of Pelham Gardens,1800 Waring Avenue,Bronx,Bronx,10469,(718) 379-4400,(718) 320-2442,AF0285B,"Judith Lynn Home for Adults, LLC",020-F-817,200,160,0,0,0,AH/ALP,PPHA,MARO,"1800 Waring Avenue
Bronx, NY 10469
(40.860689525000055, -73.83386211199996)",USA
USA-NY-45-AdultCare-45-AdultCare-433,RiverSpring Assisted Living,5901 Palisades Avenue,Bronx,Bronx,10471,(718) 581-1780,(718) 601-8702,AF0706A,The Hebrew Home for the Aged at Riverdale,020-E-136,35,35,0,0,0,AH/ALP,NFP,MARO,"5901 Palisades Avenue
Bronx, NY 10471
(40.908549521000054, -73.90867567599997)",USA
USA-NY-45-AdultCare-45-AdultCare-434,Hillcrest Spring Residential,"5052 Rte30 Upper Market St, POB 383",Montgomery,Amsterdam,12010,(518) 843-3770,(518) 843-3878,AF0060A,"Wolfe, Paul F.",380-F-043,80,40,0,0,0,AH/ALP,PPHA,CDRO,"5052 Rte30 Upper Market St, POB 383
Amsterdam, NY 12010
(42.94350574300006, -74.18754636099999)",USA
USA-NY-45-AdultCare-45-AdultCare-435,St. Mark's Terrace EHP #1,110 Chapel Street,Yates,Penn Yan,14527,(315) 536-2440,(315) 536-1253,AF0557A,St. Mark's Housing,910-S-005,27,0,0,0,0,EHP,NFP,WRO,"110 Chapel Street
Penn Yan, NY 14527
(42.66285931900006, -77.05676398399999)",USA
USA-NY-45-AdultCare-45-AdultCare-436,Harbor View Home for Adults,3900 Shore Parkway,Kings,Brooklyn,11235,(718) 769-9700,(718) 934-0680,AF0261B,"Harbor View Senior Living Residence, LLC",331-F-282,162,0,0,0,0,AH,PPHA,MARO,"3900 Shore Parkway
Brooklyn, NY 11235
(40.585146173000055, -73.93049170099994)",USA
USA-NY-45-AdultCare-45-AdultCare-437,Holbrook Adult Home,73 North Street,Washington,Granville,12832,(518) 642-3476,(518) 642-3801,AF0062C,"73 North of Granville, Inc.",760-F-014,33,0,0,0,0,AH,PPHA,CDRO,"73 North Street
Granville, NY 12832
(43.41458440000008, -73.26465300199999)",USA
USA-NY-45-AdultCare-45-AdultCare-438,The Willows,459 East Oak Orchard Street,Orleans,Medina,14103,(585) 798-5233,(585) 798-5827,AF0580B,"Blue Heron Enterprises,  LLC",550-F-005,24,0,0,0,0,AH,PPHA,WRO,"459 East Oak Orchard Street
Medina, NY 14103
(43.21567654100005, -78.37296301799995)",USA
USA-NY-45-AdultCare-45-AdultCare-439,Willing Helpers' Home for Women,"226 West Madison Ave, P.O. Box O",Fulton,Johnstown,12095,(518) 762-7719,(518) 762-3415,AF0136A,Willing Helpers,280-E-008,20,0,0,0,0,AH,NFP,CDRO,"226 West Madison Ave, P.O. Box O
Johnstown, NY 12095
(42.99969372000004, -74.37854263899999)",USA
USA-NY-45-AdultCare-45-AdultCare-440,"Surfside Manor Home for Adults, LLC",95-02 Rockaway Beach Boulevard,Queens,Rockaway Beach,11693,(718) 945-5500,(718) 634-8925,AF0410B,"Surfside Manor Home for Adults, LLC",590-F-314,200,190,0,0,0,AH/ALP,PPHA,MARO,"95-02 Rockaway Beach Boulevard
Rockaway Beach, NY 11693
(40.58557599900007, -73.81754234499994)",USA
USA-NY-45-AdultCare-45-AdultCare-441,Long Island Living Center,431 Beach 20th Street,Queens,Far Rockaway,11691,(718) 327-2700,(718) 327-2223,AF0298B,"Long Island Living Center, LLC",590-F-328,306,106,0,0,0,AH/ALP,PPHA,MARO,"431 Beach 20th Street
Far Rockaway, NY 11691
(40.598982302000024, -73.75425942299995)",USA
USA-NY-45-AdultCare-45-AdultCare-442,Robynwood Home for Adults,43 Walnut Street,Otsego,Oneonta,13820,(607) 432-6387,(607) 433-2169,AF0100B,"Robynwood, LLC",570-F-049,49,30,0,0,0,AH/ALP,PPHA,CDRO,"43 Walnut Street
Oneonta, NY 13820
(42.45762342100005, -75.05886600999997)",USA
USA-NY-45-AdultCare-45-AdultCare-443,Adirondack Manor HFA D.B.A. Willow Park HFA,1550 Herkimer Road,Oneida,Utica,13502,(315) 732-2257,(315) 733-8944,AF0009A,"Kane, James E.",510-F-055,60,45,0,0,0,AH/ALP,PPHA,CNYRO,"1550 Herkimer Road
Utica, NY 13502
(43.10800879900006, -75.16952608899999)",USA
USA-NY-45-AdultCare-45-AdultCare-444,St. Joseph's Home,125 Sisters Servants Lane P.O. Box 8,Rockland,Sloatsburg,10974,(845) 753-2555,(845) 753-6910,AF0402A,"St. Joseph's Adult Care, Inc.",620-E-016,31,0,0,0,0,AH,NFP,MARO,"125 Sisters Servants Lane P.O. Box 8
Sloatsburg, NY 10974
(41.14704797600007, -74.22709707999996)",USA
USA-NY-45-AdultCare-45-AdultCare-445,"Kingsway Manor, LLC",357 Kings Road,Schenectady,Schenectady,12304,(518) 393-4304,(518) 393-0749,AF0071B,"Kingsway Manor, LLC",650-F-103,140,0,140,50,20,AH,PPHA,CDRO,"357 Kings Road
Schenectady, NY 12304
(42.77613792000005, -73.91165876099996)",USA
USA-NY-45-AdultCare-45-AdultCare-446,The Amberleigh,2330-40 Maple Road,Erie,Amherst,14221,(716) 689-4195,(716) 636-3687,AF0743A,"CSL Amberleigh, Inc.",240-S-125,76,0,76,76,17,EHP,PPHA,WRO,"2330-40 Maple Road
Amherst, NY 14221
(42.99135799100003, -78.78661022199998)",USA
USA-NY-45-AdultCare-45-AdultCare-447,Elderwood Assisted Living at Hamburg,76 Buffalo Street,Erie,Hamburg,14075,(716) 649-7676,(716) 648-5607,AF0548B,"76 Buffalo Street Operating Company, LLC",240-S-117,103,30,0,0,0,EHP/ALP,PPHA,WRO,"76 Buffalo Street
Hamburg, NY 14075
(42.71823034600004, -78.82930862999996)",USA
USA-NY-45-AdultCare-45-AdultCare-448,The Osborn,101 Theall Road,Westchester,Rye,10580,(914) 925-8200,(914) 967-4555,AF0902A,The Osborn,800-S-141,103,0,103,103,13,EHP,NFP,MARO,"101 Theall Road
Rye, NY 10580
(40.973112936000064, -73.69970238599996)",USA
USA-NY-45-AdultCare-45-AdultCare-449,The Arbors at Hauppauge,1740 Express Drive South,Suffolk,Hauppauge,11788,(631) 582-3334,(631) 582-9450,AF0388C,"Arcadia Management, Inc.",700-F-916,200,0,200,0,0,AH,PPHA,MARO,"1740 Express Drive South
Hauppauge, NY 11788
(40.806638726000074, -73.23131600199997)",USA
USA-NY-45-AdultCare-45-AdultCare-450,Maplewood Assisted Living,205 State Street Road,St. Lawrence,Canton,13617,(315) 386-4541,(315) 229-1292,AF0673A,"United Helpers Canton Nursing Home, Inc",630-E-008,48,48,0,0,0,AH/ALP,NFP,CNYRO,"205 State Street Road
Canton, NY 13617
(44.612645333000046, -75.16165606199996)",USA
USA-NY-45-AdultCare-45-AdultCare-451,Brightview Tarrytown,581 Old White Plains Rd,Westchester,Tarrytown,10591,(914) 297-8594,(914) 909-5547,AF0728A,"BV Tarrytown Operator, LLC",800-F-131,107,0,107,107,31,AH,PPHA,MARO,"581 Old White Plains Rd
Tarrytown, NY 10591
(41.06222413100005, -73.83569362799994)",USA
USA-NY-45-AdultCare-45-AdultCare-452,Atria Forest Hills,112-50 72nd Avenue,Queens,Forest Hills,11375,(718) 261-5300,(718) 261-5457,AF0437C,"ATR New York LH, Inc.",590-S-313,90,0,0,0,0,EHP,PPHA,MARO,"112-50 72nd Avenue
Forest Hills, NY 11375
(40.72206620000003, -73.83712589399994)",USA
USA-NY-45-AdultCare-45-AdultCare-453,Sunrise of East Meadow,1555 Glenn Curtiss Blvd.,Nassau,East Meadow,11554,(516) 542-0990,(516) 542-0999,AF0850B,"GWC - East Meadow, Inc.",400-F-322,107,0,107,107,26,AH,PPHA,MARO,"1555 Glenn Curtiss Blvd.
East Meadow, NY 11554
(40.71692304600003, -73.57545867299996)",USA
USA-NY-45-AdultCare-45-AdultCare-454,Maryville Home For Adults,7678 County Road 70,Steuben,Avoca,14809,(607) 566-2368,(607) 566-2368,AF0533A,"Coddington, Hubert",690-F-024,14,0,0,0,0,AH,PPHA,WRO,"7678 County Road 70
Avoca, NY 14809
(42.372792608000054, -77.50792587999996)",USA
USA-NY-45-AdultCare-45-AdultCare-455,Maplewood Commons,1015 Saw Mill River Road,Westchester,Ardsley,10502,(914) 400-1103,(914) 478-0602,AF0627C,"ATR New York LH, Inc.",800-S-149,80,0,0,0,0,EHP,PPHA,MARO,"1015 Saw Mill River Road
Ardsley, NY 10502
(41.02372563000006, -73.84352406799997)",USA
USA-NY-45-AdultCare-45-AdultCare-456,Heritage Home for Women,1519 Union Street,Schenectady,Schenectady,12309,(518) 374-6921,(518) 370-1873,AF0058A,Heritage Home For Women,650-E-003,36,0,0,0,0,AH,NFP,CDRO,"1519 Union Street
Schenectady, NY 12309
(42.80745135600006, -73.91140077099993)",USA
USA-NY-45-AdultCare-45-AdultCare-457,Atria Cutter Mill,96 Cutter Mill Road,Nassau,Great Neck,11021,(516) 858-3023,(516) 773-8735,AF0747A,"ATR New York LH, Inc.",400-S-328,130,0,0,0,0,EHP,PPHA,MARO,"96 Cutter Mill Road
Great Neck, NY 11021
(40.78424957900006, -73.73234530599996)",USA
USA-NY-45-AdultCare-45-AdultCare-458,Pineview Commons H.F.A.,201 South Melcher Street,Fulton,Johnstown,12095,(518) 762-5488,(518) 762-5583,AF0093B,"Pineview Commons, LLC",280-F-034,94,52,0,0,0,AH/ALP,PPHA,CDRO,"201 South Melcher Street
Johnstown, NY 12095
(43.001858138000046, -74.37550950699995)",USA
USA-NY-45-AdultCare-45-AdultCare-459,Cumberland Gardens NY Foundation EHP #6,425 Cumberland Street,Kings,Brooklyn,11201,(718) 623-8181,(718) 623-2809,AF0230A,"New York Foundation for Senior Citizens, Inc.",331-S-003,47,0,0,0,0,EHP,NFP,MARO,"425 Cumberland Street
Brooklyn, NY 11201
(40.683542559000045, -73.97185875599996)",USA
USA-NY-45-AdultCare-45-AdultCare-460,Peregrine's Landing Senior Community,575 Cayuga Creek Road,Erie,Cheektowaga,14227,(716) 893-3000,(716) 893-3103,AF0615A,"Argos Senior Care, LLC",240-S-109,112,0,112,25,22,EHP,PPHA,WRO,"575 Cayuga Creek Road
Cheektowaga, NY 14227
(42.87814342200005, -78.76531121799997)",USA
USA-NY-45-AdultCare-45-AdultCare-461,Good Shepherd Village at Endwell,14 Village Drive,Broome,Endwell,13760,(607) 757-3100,(607) 757-3101,AF0672A,"Good Shepherd Village at Endwell, Inc.",030-E-050,32,0,32,32,16,AH,NFP,CNYRO,"14 Village Drive
Endwell, NY 13760
(42.148138507000056, -76.02125305699997)",USA
USA-NY-45-AdultCare-45-AdultCare-462,Keene Valley Neighborhood House,1782 Route 73,Essex,Keene Valley,12943,(518) 576-4474,(518) 576-2012,AF0070A,"Keene Valley Neighborhood Services, Inc.",260-E-006,50,0,50,0,0,AH,NFP,CDRO,"1782 Route 73
Keene Valley, NY 12943
(44.18969854000005, -73.78643169799994)",USA
USA-NY-45-AdultCare-45-AdultCare-463,New Windsor Country Inn,450 Temple Hill Road P.O. Box 4328,Orange,New Windsor,12553,(845) 565-8110,(845) 565-7949,AF0333A,"Lockwood, Paul M.",540-F-026,86,0,0,0,0,AH,PPHA,MARO,"450 Temple Hill Road P.O. Box 4328
New Windsor, NY 12553
(41.47846793300005, -74.06342961099995)",USA
USA-NY-45-AdultCare-45-AdultCare-464,Sunrise of North Lynbrook,53 Franklin Avenue,Nassau,Lynbrook,11563,(516) 596-2377,(516) 596-2378,AF0866A,"SZR New York LH, Inc.",400-F-328,138,0,138,138,29,AH,PPHA,MARO,"53 Franklin Avenue
Lynbrook, NY 11563
(40.669677972000045, -73.67292862399995)",USA
USA-NY-45-AdultCare-45-AdultCare-465,Atria Glen Cove,146 Glen Street,Nassau,Glen Cove,11542,(516) 671-7008,(516) 671-7810,AF0689B,"ATR New York LH, Inc.",400-S-324,128,0,0,0,0,EHP,PPHA,MARO,"146 Glen Street
Glen Cove, NY 11542
(40.86299935900007, -73.62440108999994)",USA
USA-NY-45-AdultCare-45-AdultCare-466,Glenmere at Cloverwood,One Wheatley Terrace,Monroe,Pittsford,14534,(585) 248-1200,(585) 248-1101,AF0626A,"Cloverwood Senior Living, Inc.",370-S-845,77,0,77,19,19,EHP,NFP,WRO,"One Wheatley Terrace
Pittsford, NY 14534
(43.08349357900005, -77.54494398199995)",USA
USA-NY-45-AdultCare-45-AdultCare-467,The New Jewish Home University Avenue Assisted Living,2553 University Avenue,Bronx,Bronx,10468,(347) 418-4270,(347) 418-4271,AF0714A,"Jewish Home Lifecare, University Avenue Assisted Living",020-S-003,72,72,0,0,0,EHP/ALP,NFP,MARO,"2553 University Avenue
Bronx, NY 10468
(40.86699396900008, -73.90208792299995)",USA
USA-NY-45-AdultCare-45-AdultCare-468,Elm York Home for Adults,100-30 Ditmars Boulevard,Queens,East Elmhurst,11369,(718) 446-7900,(718) 446-7938,AF0243B,Elm York LLC,590-F-319,262,200,0,0,0,AH/ALP,PPHA,MARO,"100-30 Ditmars Boulevard
East Elmhurst, NY 11369
(40.76976398100004, -73.87003695299995)",USA
USA-NY-45-AdultCare-45-AdultCare-469,Somerset Gardens,150 Sunnyside Boulevard,Nassau,Plainview,11803,(516) 576-3330,(516) 576-1112,AF0217D,"Somerset Gardens Senior Care, LLC",400-S-318,160,0,0,0,0,EHP,PPHA,MARO,"150 Sunnyside Boulevard
Plainview, NY 11803
(40.79442993500004, -73.46979408199996)",USA
