row_id,Facility Name,Address,City,Postal Code,Province,Country,Accommodation Type,Number of Units,Funding Source,Operator,Contact Phone,Fax,Last Visit Date,Last Visit Type,Original Issue Date,Licence Issue Date,Licence Expiry Date,Licence Type,ASL Facility ID
Canada-AB-27-AB-SupportiveLiving-output-308,BLACK ROCK TERRACE,105 5 Avenue South,LETHBRIDGE,T1J 0Z7,AB,Canada,Supportive Living Accommodation - Lodge,121,Lodge Assistance Program,GREEN ACRES FOUNDATION,(403) 328-3194,N/A,13-Jan-17,Inspection Visit,1-Mar-09,1-Feb-17,31-Jan-20,3 Year - Full,70040338
Canada-AB-27-AB-SupportiveLiving-output-309,TUOI HAC - GOLDEN AGE MANOR,12607 148 Avenue,EDMONTON,T5X 0C2,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,91,Health,EDMONTON BUDDHIST RESEARCH INSTITUTE,(780) 476-8038,N/A,10-Mar-17,Inspection Visit,12-Mar-09,1-Apr-17,31-Mar-19,2 Year - Full,70040339
Canada-AB-27-AB-SupportiveLiving-output-310,PINECLIFF APPROVED HOME,120 Pinecliff Way NE,CALGARY,T1Y 3X3,AB,Canada,Supportive Living Accommodation - Group Home,6,Health,PINECLIFF APPROVED HOME,(403) 590-9680,N/A,12-Apr-17,Inspection Visit,1-Nov-08,1-May-17,30-Apr-20,3 Year - Full,70040337
Canada-AB-27-AB-SupportiveLiving-output-311,GARRISON GREEN SENIORS COMMUNITY,3028 Don Ethell Boulevard SW,CALGARY,T3E 0C9,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,125,,UNITED ACTIVE LIVING INC.,(403) 685-7209,N/A,6-Sep-17,Inspection Visit,27-Apr-09,15-Nov-16,30-Sep-17,Full,70040343
Canada-AB-27-AB-SupportiveLiving-output-312,LOVE AND CARE HOME,12217/12219 83 Street,EDMONTON,T5B 3A1,AB,Canada,Supportive Living Accommodation - Group Home,9,Assured Income for the Severely Handicapped (AISH),LOVE AND CARE HOME LTD.,(780) 478-8991,(780) 478-8978,13-Apr-17,Follow-Up Visit,17-Jun-10,29-May-17,31-Jan-18,Full,70040344
Canada-AB-27-AB-SupportiveLiving-output-313,HAMLETS AT CEDARWOOD STATION,304 First Avenue NW,AIRDRIE,T4B 0C4,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,87,,HAMLETS AT CEDARWOOD STATION INC.,(403) 945-2222,(403) 945-0477,3-May-17,Mini Inspection Visit,2-Feb-09,1-Jun-16,31-May-18,2 Year - Full,70040349
Canada-AB-27-AB-SupportiveLiving-output-314,CAPITAL CARE ADULT DUPLEXES,9935/39 178 Avenue NW,EDMONTON,T5X 5X2,AB,Canada,Supportive Living Accommodation - Group Home,7,Health,CAPITAL CARE GROUP INC.,(780) 371-6525,N/A,7-Nov-16,Inspection Visit,1-Jan-09,9-Mar-17,30-Nov-17,Full,70040350
Canada-AB-27-AB-SupportiveLiving-output-315,CAPITAL CARE ADULT DUPLEXES,9943/47 178 Avenue,EDMONTON,T5X 5X2,AB,Canada,Supportive Living Accommodation - Group Home,7,Health,CAPITAL CARE GROUP INC.,(780) 371-6525,N/A,7-Nov-16,Inspection Visit,1-Jan-09,9-Mar-17,30-Nov-17,Full,70040351
Canada-AB-27-AB-SupportiveLiving-output-316,DISCOVERY PLACE - THE HEIGHTS,2 Highwood Boulevard,DEVON,T9G 2G2,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,60,,INTEGRATED LIFE CARE INC.,(780) 987-6500,N/A,21-Nov-16,Inspection Visit,15-May-09,1-Dec-16,30-Nov-18,2 Year - Full,70040358
Canada-AB-27-AB-SupportiveLiving-output-317,CATHOLIC SOCIAL SERVICES,8815 - 99th Street,EDMONTON,T6E 3V3,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),CATHOLIC SOCIAL SERVICES,(780) 701-9474,N/A,14-Oct-16,Mini Inspection Visit,19-Jan-09,1-Nov-15,31-Oct-17,2 Year - Full,70040362
Canada-AB-27-AB-SupportiveLiving-output-318,CITADEL MEWS WEST LTD.,15 Erin Ridge Road,ST. ALBERT,T8N 0G6,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,66,Health,CITADEL MEWS WEST LTD.,(780) 431-5192,N/A,20-Jun-17,Mini Inspection Visit,19-Jun-09,1-Jul-16,30-Jun-19,3 Year - Full,70040366
Canada-AB-27-AB-SupportiveLiving-output-319,BRIGHTMORNINGSTAR CARE HOMES,4 Panatella Lane NW,CALGARY,T3K 6C4,AB,Canada,Supportive Living Accommodation - Group Home,4,Health,BRIGHTMORNINGSTAR GROUP INCORPORATED,(403) 226-1193,N/A,24-Nov-16,Mini Inspection Visit,26-Aug-11,1-Jan-16,31-Dec-17,2 Year - Full,70040367
Canada-AB-27-AB-SupportiveLiving-output-320,SHEPHERD'S GARDENS,6608 28 Avenue,EDMONTON,T6K 2R1,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,46,Health,SHEPHERD'S CARE FOUNDATION,(780) 463-9810,(780) 462-1643,18-Jan-17,Inspection Visit,19-May-09,1-Feb-17,31-Jan-18,Full,70040368
Canada-AB-27-AB-SupportiveLiving-output-321,ST. MARY'S HEALTH CARE CENTRE,451 Dechauney Avenue,TROCHU,T0M 2C0,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,28,Health,COVENANT HEALTH,(780) 690-2896,N/A,17-Jan-17,Mini Inspection Visit,1-Jul-09,1-Jan-16,31-Dec-17,2 Year - Full,70038453
Canada-AB-27-AB-SupportiveLiving-output-322,NORTH HILL,2008 13 Street NW,CALGARY,T2M 4R1,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),"REHOBOTH, A CHRISTIAN ASSOCIATION FOR THE MENTALLY HANDICAPPED OF ALBERTA",(403) 250-7333,N/A,22-Mar-17,Inspection Visit,1-Oct-09,1-Apr-17,31-Mar-20,3 Year - Full,70040373
Canada-AB-27-AB-SupportiveLiving-output-323,"EXCEL RESOURCES SOCIETY, RESIDENCE #35 (LAUDERDALE)",10109 132 Avenue,EDMONTON,T5H 4E1,AB,Canada,Supportive Living Accommodation - Group Home,6,Health,EXCEL RESOURCES SOCIETY,(780) 414-0348,N/A,17-May-17,Inspection Visit,23-Jun-09,1-Jun-17,31-May-18,Full,70040374
Canada-AB-27-AB-SupportiveLiving-output-324,MCLEOD PERSONAL CARE,11847 87 Street,EDMONTON,T5B 3N1,AB,Canada,Supportive Living Accommodation - Group Home,6,Health,MAXINE MCLEOD,(780) 477-1452,N/A,19-Jun-17,Mini Inspection Visit,10-Jun-10,1-Jul-16,30-Jun-19,3 Year - Full,70040375
Canada-AB-27-AB-SupportiveLiving-output-325,INGLEWOOD,10 Inglewood Drive,RED DEER,T4R 0L2,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,150,,HCN-REVERA LESSEE (INGLEWOOD) GP INC.,(403) 346-1134,(403) 346-1109,21-Mar-17,Inspection Visit,2-Oct-09,23-Jun-17,31-Mar-18,Full,70040376
Canada-AB-27-AB-SupportiveLiving-output-326,MEADOW'S PLACE - E4C,10921 93 Street,EDMONTON,T5H 1Z1,AB,Canada,Supportive Living Accommodation - Group Home,4,Health,EDMONTON CITY CENTRE CHURCH CORPORATION,(780) 425-7927,N/A,14-Sep-16,Inspection Visit,20-Sep-12,1-Oct-16,30-Sep-19,3 Year - Full,30017532
Canada-AB-27-AB-SupportiveLiving-output-327,APPROVED HOME,924 Maitland Way NE,CALGARY,T2A 5M9,AB,Canada,Supportive Living Accommodation - Group Home,4,Assured Income for the Severely Handicapped (AISH),NIGHISTI MELAKE,(403) 235-6889,(403) 245-3584,9-May-17,Inspection Visit,4-Jun-09,1-Jun-17,31-May-20,3 Year - Full,70040377
Canada-AB-27-AB-SupportiveLiving-output-328,HOPE HOMES INC. #4,123 Maidstone Way NE,CALGARY,T2A 3Y6,AB,Canada,Supportive Living Accommodation - Group Home,4,Health,HOPE HOMES INC.,(403) 272-5506,(403) 272-5744,9-Feb-17,Mini Inspection Visit,22-Apr-09,1-Apr-16,31-Mar-19,3 Year - Full,70040378
Canada-AB-27-AB-SupportiveLiving-output-329,HILLVIEW LODGE,696 6 Avenue East,DRUMHELLER,T0J 0Y5,AB,Canada,Supportive Living Accommodation - Lodge,36,Lodge Assistance Program,DRUMHELLER AND DISTRICT SENIORS FOUNDATION,(403) 823-3290,(403) 823-2070,1-Mar-17,Mini Inspection Visit,14-Apr-09,1-Apr-15,31-Mar-18,3 Year - Full,70040379
Canada-AB-27-AB-SupportiveLiving-output-330,MEDI-HOME INDIVIDUALIZED SUPPORT SERVICES LTD. #10,14908 16 Street,EDMONTON,T5Y 3J1,AB,Canada,Supportive Living Accommodation - Group Home,6,Assured Income for the Severely Handicapped (AISH),MEDI-HOME INDIVIDUALIZED SUPPORT SERVICES LTD.,(780) 903-3734,N/A,20-Jul-17,Mini Inspection Visit,8-Apr-09,1-Aug-15,31-Jul-18,3 Year - Full,70040381
Canada-AB-27-AB-SupportiveLiving-output-331,MEDI-HOME INDIVIDUALIZED SUPPORT SERVICES LTD. #11,1612 147 Avenue,EDMONTON,T5Y 2X9,AB,Canada,Supportive Living Accommodation - Group Home,6,Health,MEDI-HOME INDIVIDUALIZED SUPPORT SERVICES LTD.,(780) 903-3734,N/A,19-Jul-17,Mini Inspection Visit,8-Apr-09,1-Aug-16,31-Jul-19,3 Year - Full,70040382
Canada-AB-27-AB-SupportiveLiving-output-332,ROBIN HOOD ASSOCIATION RESIDENCE #9,797 Cottonwood Avenue,SHERWOOD PARK,T8H 2A4,AB,Canada,Supportive Living Accommodation - Group Home,5,Persons with Developmental Disabilities (PDD),ROBIN HOOD ASSOCIATION FOR THE HANDICAPPED,(780) 467-7140,(780) 449-2028,16-Feb-17,Mini Inspection Visit,4-Jun-09,1-Mar-15,28-Feb-18,3 Year - Full,70040383
Canada-AB-27-AB-SupportiveLiving-output-333,MEADOW'S PLACE - E4C,9419 110 Avenue,EDMONTON,T5H 1H2,AB,Canada,Supportive Living Accommodation - Group Home,4,Health,EDMONTON CITY CENTRE CHURCH CORPORATION,(780) 425-7927,N/A,14-Sep-16,Inspection Visit,20-Sep-12,1-Oct-16,30-Sep-19,3 Year - Full,30017545
Canada-AB-27-AB-SupportiveLiving-output-334,SHARP FOUNDATION - BESWICK HOUSE (THE),"A023, 5717 2 Street SW",CALGARY,T2H 0A1,AB,Canada,Supportive Living Accommodation - Group Home,10,Assured Income for the Severely Handicapped (AISH),THE SHARP FOUNDATION,(403) 272-2912,N/A,2-Aug-17,Follow-Up Visit,30-Apr-10,3-Aug-17,30-Apr-18,Full,70040387
Canada-AB-27-AB-SupportiveLiving-output-335,SUNRISE VILLAGE PONOKA,4004 40 Street Close,PONOKA,T4J 0A3,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,68,,SEASONS RETIREMENT COMMUNITIES (PONOKA) GP INC.,(403) 783-3373,(403) 783-3324,6-Jun-17,Inspection Visit,17-Jul-09,1-Jul-17,30-Jun-18,Full,70040390
Canada-AB-27-AB-SupportiveLiving-output-336,GOOD SAMARITAN SOCIETY CLEARWATER CENTRE,(Main Office) 8861 75 Street,EDMONTON,T6C 4G8,AB,Canada,Long Term Care Accommodation,40,Health,THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),(403) 845-6033,N/A,11-Jul-17,Inspection Visit,1-Aug-09,1-Sep-17,30-Sep-17,Conditional,70023558
Canada-AB-27-AB-SupportiveLiving-output-337,THE GOOD SAMARITAN SOCIETY - PRAIRIE RIDGE,328 Broadway South,RAYMOND,T0K 2S0,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,80,,THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),(403) 752-3441,N/A,1-Jun-17,Inspection Visit,1-Dec-09,1-Jul-17,30-Sep-17,Full,70040392
Canada-AB-27-AB-SupportiveLiving-output-338,HOME #11,5125 51 Avenue,ST. PAUL,T0A 3A1,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),S.P.A.N. ST. PAUL ABILITIES NETWORK (SOCIETY),(780) 645-3472,N/A,6-Jul-17,Mini Inspection Visit,18-Dec-09,1-Aug-16,31-Jul-18,2 Year - Full,70040394
Canada-AB-27-AB-SupportiveLiving-output-339,104 SCENIC BOW PLACE,104 Scenic Bow Place NW,CALGARY,T3L 1S4,AB,Canada,Supportive Living Accommodation - Group Home,6,Persons with Developmental Disabilities (PDD),VECOVA CENTRE FOR DISABILITY SERVICES AND RESEARCH,(403) 284-1121,N/A,6-Oct-16,Inspection Visit,28-Aug-09,4-Nov-16,31-Oct-17,Full,70040395
Canada-AB-27-AB-SupportiveLiving-output-340,AGE CARE SUNRISE GARDENS,1235 3 Street West,BROOKS,T1R 0P7,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,79,Health,SUNRISE GARDENS GENERAL PARTNERSHIP,(403) 794-2105,N/A,16-Sep-16,Inspection Visit,16-Sep-09,1-Oct-16,30-Sep-17,Full,70040396
Canada-AB-27-AB-SupportiveLiving-output-341,LUXSTONE MANOR,2014 Luxstone Boulevard SW,AIRDRIE,T4B 0L6,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,90,Housing and Urban Affairs,LEAVA GROUP INC.,(403) 945-4700,N/A,12-Jun-17,Mini Inspection Visit,3-Dec-09,1-Jul-16,30-Jun-19,3 Year - Full,70040397
Canada-AB-27-AB-SupportiveLiving-output-342,RIJAMO CARE HOME INC. II,15816 6 Street SE,CALGARY,T2X 1J4,AB,Canada,Supportive Living Accommodation - Group Home,4,Assured Income for the Severely Handicapped (AISH),RIJAMO CARE HOME INC.,(403) 370-5604,N/A,23-Sep-16,Mini Inspection Visit,11-Sep-09,1-Oct-15,30-Sep-17,2 Year - Full,70040400
Canada-AB-27-AB-SupportiveLiving-output-343,SUNSET MANOR,3312 52 Avenue,INNISFAIL,T4G 0C3,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,102,,CHANTELLE MANAGEMENT LTD.,(403) 227-8200,N/A,7-Jun-17,Inspection Visit,1-May-10,21-Jul-17,30-Sep-17,Conditional,70040405
Canada-AB-27-AB-SupportiveLiving-output-344,BALWIN,12838 87 Street,EDMONTON,T5E 3E1,AB,Canada,Supportive Living Accommodation - Group Home,6,Persons with Developmental Disabilities (PDD),"MCMAN YOUTH, FAMILY AND COMMUNITY SERVICES ASSOCIATION",(780) 444-1960,N/A,16-Jun-17,Inspection Visit,30-Jun-10,1-Sep-17,30-Jun-18,Full,70040406
Canada-AB-27-AB-SupportiveLiving-output-345,CAPITOL HILL,2006  13 Street NW,CALGARY,T2M 4R1,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),"REHOBOTH, A CHRISTIAN ASSOCIATION FOR THE MENTALLY HANDICAPPED OF ALBERTA",(403) 250-7333,N/A,22-Mar-17,Inspection Visit,1-Oct-09,1-Apr-17,31-Mar-20,3 Year - Full,70040407
Canada-AB-27-AB-SupportiveLiving-output-346,BOARDWALK RETIREMENT COMMUNITY AT VARSITY,3524 31 Street NW,CALGARY,T2L 2A4,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,138,,BOARDWALK REIT PROPERTIES HOLDING (ALBERTA) LTD.,(403) 508-0684,N/A,7-Jun-17,Inspection Visit,1-Jun-10,1-Jul-17,30-Jun-19,2 Year - Full,70040408
Canada-AB-27-AB-SupportiveLiving-output-347,HOPE HOMES INC. #5,12523 Lake Geneva Road SE,CALGARY,T2J 2S4,AB,Canada,Supportive Living Accommodation - Group Home,4,Health,HOPE HOMES INC.,(403) 272-5506,(403) 272-5744,8-Feb-17,Mini Inspection Visit,29-Mar-10,1-Apr-16,31-Mar-19,3 Year - Full,70040410
Canada-AB-27-AB-SupportiveLiving-output-348,HOPE COTTAGE INC. - RESIDENCE #8,4355 McClung Crescent,EDMONTON,T6R 0M8,AB,Canada,Supportive Living Accommodation - Group Home,6,Health,HOPE COTTAGE INC.,(780) 249-0966,N/A,11-May-17,Inspection Visit,26-Mar-10,1-Jun-17,31-May-20,3 Year - Full,70040412
Canada-AB-27-AB-SupportiveLiving-output-349,RGC HEALTH CARE 3,81 Shawbrooke Green SW,CALGARY,T2Y 3B8,AB,Canada,Supportive Living Accommodation - Group Home,4,Health,RGC HEALTH CARE INC.,(403) 202-3992,N/A,16-Dec-16,Inspection Visit,1-Jan-10,1-Jan-17,31-Dec-19,3 Year - Full,70040414
Canada-AB-27-AB-SupportiveLiving-output-350,CORE ASSOCIATION - SOUTHRIDGE,64 Southridge Drive,MEDICINE HAT,T1B 2N6,AB,Canada,Supportive Living Accommodation - Group Home,6,Persons with Developmental Disabilities (PDD),CLIENTS ONGOING REHABILITATION AND EQUALITY (CORE) ASSOCIATION,(403) 529-2784,N/A,6-Apr-17,Inspection Visit,8-Dec-10,20-Jun-17,30-Apr-18,Full,70040416
Canada-AB-27-AB-SupportiveLiving-output-351,AOMEGA LODGES VI (AOMEGA GROUP INC.),14315 Evergreen Street SW,CALGARY,T2Y 3B1,AB,Canada,Supportive Living Accommodation - Group Home,4,Health,AOMEGA GROUP INC.,(403) 730-8442,N/A,17-Mar-17,Mini Inspection Visit,16-Mar-10,1-Apr-15,31-Mar-18,3 Year - Full,70040438
Canada-AB-27-AB-SupportiveLiving-output-352,URSA - BOB WARD,"111, 5010 50 Street SW",CALGARY,T3E 7R7,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),UNIVERSAL REHABILITATION SERVICE AGENCY,(403) 272-7722,N/A,14-Aug-17,Inspection Visit,1-Sep-10,1-Sep-17,31-Aug-20,3 Year - Full,70040439
Canada-AB-27-AB-SupportiveLiving-output-353,URSA - ALICE BISSETE,"114, 2990 17 Street SE",CALGARY,T2G 0L5,AB,Canada,Supportive Living Accommodation - Group Home,5,Persons with Developmental Disabilities (PDD),UNIVERSAL REHABILITATION SERVICE AGENCY,(403) 272-7722,N/A,14-Aug-17,Inspection Visit,1-Sep-10,1-Sep-17,31-Oct-17,Conditional,70040440
Canada-AB-27-AB-SupportiveLiving-output-354,"CHAMPION'S CENTRE (THE), BROOKS",416 3 Avenue West,BROOKS,T1R 0B2,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,10,Housing and Urban Affairs,THE CHAMPION'S CENTRE INC.,(403) 362-4440,N/A,13-Sep-16,Inspection Visit,25-Aug-10,17-Nov-16,30-Sep-17,Full,70040441
Canada-AB-27-AB-SupportiveLiving-output-355,EXCEL RESOURCES SOCIETY #24,"Suite 500, 9797 110 Street NW",EDMONTON,T5K 2L9,AB,Canada,Supportive Living Accommodation - Group Home,4,Persons with Developmental Disabilities (PDD),EXCEL RESOURCES SOCIETY,(780) 414-4718,(780) 455-2589,12-Jan-17,Mini Inspection Visit,30-Mar-10,1-Feb-16,31-Jan-19,3 Year - Full,70040444
Canada-AB-27-AB-SupportiveLiving-output-356,ROSEDALE ST. ALBERT,20 Hebert Road,ST. ALBERT,T5W 4L8,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,230,Health,ROSEDALE PARTNERSHIP,(780) 425-1668,N/A,8-Feb-17,Inspection Visit,15-May-10,1-Mar-17,29-Feb-20,3 Year - Full,70040445
Canada-AB-27-AB-SupportiveLiving-output-357,THE GOOD SAMARITAN SOCIETY LEE CREST,989 1 Street East,CARDSTON,T0K 0K0,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,66,Health,THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),(403) 653-2034,N/A,12-Dec-16,Inspection Visit,1-Feb-11,1-Jan-17,31-Dec-17,Full,70040449
Canada-AB-27-AB-SupportiveLiving-output-358,"THE GOOD SAMARITAN SOCIETY LEE CREST, COTTAGE 1",980 1 Street East,CARDSTON,T0K 0K0,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,12,Health,THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),(403) 653-2034,N/A,12-Dec-16,Inspection Visit,1-Feb-11,1-Jan-17,31-Dec-17,Full,70040450
Canada-AB-27-AB-SupportiveLiving-output-359,"THE GOOD SAMARITAN SOCIETY LEE CREST, COTTAGE 2",985 1 Street East,CARDSTON,T0K 0K0,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,12,Health,THE GOOD SAMARITAN SOCIETY (A LUTHERAN SOCIAL SERVICE ORGANIZATION),(403) 653-2034,N/A,12-Dec-16,Inspection Visit,1-Feb-11,1-Jan-17,31-Dec-17,Full,70040451
Canada-AB-27-AB-SupportiveLiving-output-360,MCMAN YOUTH FAMILY AND COMMUNITY SERVICES,4926 1 Avenue,EDSON,T7E 1V7,AB,Canada,Supportive Living Accommodation - Group Home,4,Assured Income for the Severely Handicapped (AISH),"MCMAN YOUTH, FAMILY AND COMMUNITY SERVICES ASSOCIATION",(780) 712-7677,(780) 712-7636,21-Feb-17,Inspection Visit,8-Dec-10,1-Mar-17,28-Feb-18,Full,70040454
Canada-AB-27-AB-SupportiveLiving-output-361,PROVERBIUM HOMES V,"282 Hawkville Close, NW",CALGARY,T3G 3N3,AB,Canada,Supportive Living Accommodation - Group Home,4,Health,PROVERBIUM HOMES INC.,(403) 613-2889,N/A,24-May-17,Inspection Visit,19-May-10,1-Jun-17,31-May-20,3 Year - Full,70040455
Canada-AB-27-AB-SupportiveLiving-output-362,TOLUWA LODGES GROUP INC.,12751 Bonaventure Drive SE,CALGARY,T2J 4X4,AB,Canada,Supportive Living Accommodation - Group Home,4,Health,TOLUWA LODGES GROUP INC.,(403) 281-9156,N/A,22-Sep-16,Mini Inspection Visit,1-Oct-11,1-Oct-15,30-Sep-17,2 Year - Full,70040456
Canada-AB-27-AB-SupportiveLiving-output-363,MIRKACARE SERVICES (KING EDWARD PARK),7219 78 Avenue,EDMONTON,T6B 0B8,AB,Canada,Supportive Living Accommodation - Group Home,6,Persons with Developmental Disabilities (PDD),MIRKACARE SERVICES INC.,(780) 435-8336,N/A,31-Aug-17,Inspection Visit,30-Jul-10,1-Oct-14,30-Sep-17,3 Year - Full,70040458
Canada-AB-27-AB-SupportiveLiving-output-364,FISHING LAKE METIS SETTLEMENT SENIORS LODGE SOCIETY - VICTORIA LODGE,General Delivery,FISHING LAKE,T0A 3G0,AB,Canada,Supportive Living Accommodation - Group Home,10,Housing and Urban Affairs,FISHING LAKE METIS SETTLEMENT SENIORS LODGE SOCIETY,(780) 943-2633,N/A,6-Oct-16,Mini Inspection Visit,7-Oct-10,1-Nov-14,31-Oct-17,3 Year - Full,70040459
Canada-AB-27-AB-SupportiveLiving-output-365,CAREWEST GARRISON GREEN,3108 Don Ethell Boulevard SW,CALGARY,T3E 6Z5,AB,Canada,Long Term Care Accommodation,200,Health,CAREWEST,(403) 944-0118,N/A,23-Nov-16,Follow-Up Visit,9-Jun-10,1-Dec-14,30-Nov-17,3 Year - Full,70040460
Canada-AB-27-AB-SupportiveLiving-output-366,BALWIN VILLA,6920 128 Avenue NW,EDMONTON,T5C 1S7,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,105,Health,EXCEL RESOURCES SOCIETY,(780) 414-4718,(780) 455-2589,10-Jan-17,Inspection Visit,5-Oct-10,26-May-17,31-Jan-18,Full,70040462
Canada-AB-27-AB-SupportiveLiving-output-367,LEGACY LODGE,335 Lettice Perry Road North,LETHBRIDGE,T1H 5V7,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,104,Health,CHOICES IN COMMUNITY LIVING INC.,(403) 942-8400,N/A,26-Sep-16,Inspection Visit,7-Sep-10,1-Oct-16,30-Sep-19,3 Year - Full,70040463
Canada-AB-27-AB-SupportiveLiving-output-368,CATHOLIC SOCIAL SERVICES,8815 - 99th Street,EDMONTON,T6E 3V3,AB,Canada,Supportive Living Accommodation - Group Home,6,Persons with Developmental Disabilities (PDD),CATHOLIC SOCIAL SERVICES,(780) 701-9473,N/A,14-Oct-16,Mini Inspection Visit,20-Sep-10,1-Nov-14,31-Oct-17,3 Year - Full,70040465
Canada-AB-27-AB-SupportiveLiving-output-369,ALLEN GRAY CONTINUING CARE,5005 28 Avenue,EDMONTON,T6L 7G1,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,17,Health,THE GRAY HOUSE GUILD,(780) 469-9606,(780) 465-2073,2-Jun-17,Inspection Visit,15-Jun-11,17-Jul-17,30-Jun-18,Full,70039278
Canada-AB-27-AB-SupportiveLiving-output-370,325129 ALBERTA LTD. O/A MADYSON MANOR,5511 50 Avenue,WETASKIWIN,T9A 0T4,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,29,,325129 ALBERTA LTD,(780) 672-4136,N/A,19-Sep-16,Mini Inspection Visit,21-Sep-10,1-Oct-14,30-Sep-17,3 Year - Full,70040467
Canada-AB-27-AB-SupportiveLiving-output-371,POINTS WEST LIVING WAINWRIGHT INC.,2710 11 Avenue,WAINWRIGHT,T9W 0B1,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,91,Assured Income for the Severely Handicapped (AISH),POINTS WEST LIVING WAINWRIGHT INC.,(780) 845-2080,(780) 845-2090,6-Sep-17,Inspection Visit,28-Sep-10,1-Oct-14,30-Sep-17,3 Year - Full,70040468
Canada-AB-27-AB-SupportiveLiving-output-372,LACALTA LODGE,9118 Beaverhill Road,LAC LA BICHE,T0A 2C0,AB,Canada,Supportive Living Accommodation - Lodge,60,Health,GREATER NORTH FOUNDATION,(780) 623-4364,N/A,14-Oct-16,Inspection Visit,13-Sep-10,1-Nov-16,31-Oct-19,3 Year - Full,70040469
Canada-AB-27-AB-SupportiveLiving-output-373,EXTENDICARE MICHENER HILL,12 Michener Boulevard,RED DEER,T4P 0M1,AB,Canada,Long Term Care Accommodation,219,Assured Income for the Severely Handicapped (AISH),EXTENDICARE (CANADA) INC.,(403) 348-0340,(403) 346-0589,7-Sep-16,Inspection Visit,15-Sep-10,14-Nov-16,30-Sep-17,Full,70040473
Canada-AB-27-AB-SupportiveLiving-output-374,EXTENDICARE MICHENER HILL,12 Michener Boulevard,RED DEER,T4P 0M1,AB,Canada,Supportive Living Accommodation - Assisted Living Accommodation,60,Assured Income for the Severely Handicapped (AISH),EXTENDICARE (CANADA) INC.,(403) 348-0340,(403) 348-5970,7-Sep-16,Inspection Visit,15-Sep-10,1-Oct-16,30-Sep-17,Full,70040473
Canada-AB-27-AB-SupportiveLiving-output-375,665353 ALBERTA LTD,36 Fallswater Crescent NE,CALGARY,T3J 1B6,AB,Canada,Supportive Living Accommodation - Group Home,6,Assured Income for the Severely Handicapped (AISH),665353 ALBERTA LTD. O/A ADULTS SUPPORTIVE COMMUNITY LIVING,(403) 293-9601,N/A,7-Oct-16,Mini Inspection Visit,25-Nov-10,1-Nov-14,31-Oct-17,3 Year - Full,70040474
