row_id,Licence #,First Issue Date,Licensee Name,Address Line 1,Address Line 2,city,Postal Code,Province,Country,Contact Phone,Fax,Primary Contact,Website,Email,Services Available,Resident Capacity,Automatic Sprinklers in All Suites?,Number of Suites with Automatic Sprinklers,Sprinkler Locations,facility_type
Canada-ON-1-ON-AssistedLiving-output-276,N0076,7/25/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 613-937-4700,+1 613-937-6407, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",125,Yes,99,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-277,S0125,11/14/2012,Highgate Residence Inc.,222 Mountain Road N.,,Georgetown,L7G 3R2,ON,Canada,+1 905-648-8399,+1 905-648-5190,Mr. Christoph Summer,http://www.highgateresidence.com,info@highgateresidence.com,"[True, True, False, False, True, False, True, True, False, True, False, False, True]",42,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-278,N0392,11/30/2015,1932268 Ontario Inc.,3518 Lakeshore Road,,Burlington,L7N 1B7,ON,Canada,+1 705-722-3611,+1 705-722-4530,N/A,http://www.barriemanor.ca,,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",115,Yes,69,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offic",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-279,N0223,8/23/2013,Heritage Heights Retirement Home Inc.,C1720 Concession 11,,Cannington,L0E 1E0,ON,Canada,+1 613-932-7786,+1 613-938-3476,N/A,,info@heritageheights.ca,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",90,Yes,59,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Offices",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-280,T0111,9/12/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 905-501-9922,+1 905-501-9672, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",226,Yes,113,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-281,T0120,1/23/2013,Millwood Manor Retirement Home,409 Mill Street,,Kitchener,N2M 3R9,ON,Canada,+1 519-745-9901,+1 519-745-9961,Mr. Ashok Channa,http://www.millwoodmanor.com,info@millwoodmanor.com,"[True, True, True, True, True, True, True, True, False, True, True, False, True]",12,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-282,S0101,12/17/2015,Amica Mature Lifestyles Inc. / Style de Vie Amica Inc.,20 Queen Street W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,+1 519-657-7096,+1 519-657-5217,Ms. Andrea Prashad,http://www.amica.ca,london@amica.ca,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",178,Yes,160,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-283,S0109,12/7/2012,Sharon Farms & Enterprises Limited,1340 Huron Street,,London,N5V 3R3,ON,Canada,+1 519-455-3910,+1 519-455-1570,Mr. Peter Schlegel,http://www.svch.ca,infokv@svch.ca,"[True, True, True, False, False, True, True, True, True, True, True, True, True]",138,Some,67,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-284,N0242,8/13/2013,Leacock Retirement Lodge Ltd.,298 Forest Avenue N.,,Orillia,L3V 0C3,ON,Canada,+1 705-329-3887,+1 705-329-0987,N/A,http://www.jarlette.com,,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",120,Yes,110,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-285,S0068,2/6/2013,Unicare Limited Partnership,1500 Main Street E.,,Hamilton,L8K 1E1,ON,Canada,+1 905-544-1440,+1 905-544-1439,Ms. Visnja Manojlovic,http://www.abingtoncourt.com,info@abingtoncourt.com,"[True, True, False, False, False, True, True, True, False, True, True, False, False]",70,Yes,70,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-286,T0263,5/28/2013,HCN-Revera Lessee (Bough Beeches Place) LP,55 Standish Court,8th Floor,Mississauga,L5R 4B2,ON,Canada,+1 905-625-2022,+1 905-238-3052,Ms. Shana Bond,http://reveraliving.comoughbeeches,BoughBeeches@reveraliving.com,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",98,Yes,98,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-287,S0379,9/1/2015,Maple View Residence Inc.,41 Mansfield Park Court,,Port Perry,L9L 2B5,ON,Canada,+1 519-434-4544,+1 519-673-4971,N/A,,,"[True, True, False, False, False, True, True, True, False, False, False, False, True]",127,Yes,91,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Sto",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-288,T0390,5/1/2014,Lifetimes Limited Partnership,3200 Dufferin Street,Unit 407,Toronto,M6A 3B2,ON,Canada,+1 416-425-8635,+1 416-425-8651,N/A,,,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",60,No,0,"Kitchen, Basement",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-289,T0135,1/23/2013,Southbrook Lodge Inc.,400 Ray Lawson Boulevard,,Brampton,L6Y 4G4,ON,Canada,+1 905-456-3334,+1 905-456-2764,Mr. Roderick Rice,http://www.southbrook.on.ca,mail@southbrook.on.ca,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",125,Yes,117,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-290,N0131,3/27/2013,Country Haven Retirement Homes Inc.,105 King Street E.,,Kitchener,N2G 2K8,ON,Canada,+1 613-582-7021,+1 613-582-7075,Mr. Anil Verma,http://www.countryhavenretirementhome.com,anil@vistahospitality.com,"[True, True, True, True, False, True, True, True, True, True, True, True, True]",75,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-291,N0096,6/14/2013,2051506 Ontario Inc.,6197 Perth Street,PO BOX 1030,Richmond,K0A 2Z0,ON,Canada,+1 613-838-5016,+1 613-838-5017,N/A,,brouchkova@aol.com,"[True, True, True, False, True, True, True, True, True, True, True, True, True]",28,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-292,T0132,12/20/2012,Schlegel Villages Inc.,325 Max Becker Drive,Unit 201,Kitchener,N2E 4H5,ON,Canada,+1 905-666-3156,+1 905-666-9601,N/A,http://www.schlegelvillages.com,,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",274,Yes,184,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-293,T0145,12/17/2015,Amica Mature Lifestyles Inc. / Style de Vie Amica Inc.,20 Queen Street W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,+1 905-952-0505,+1 905-952-0690,Ms. Andrea Prashad,http://www.amica.ca,newmarket@amica.ca,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",150,Yes,135,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-294,T0281,11/23/2016,Fairfield Residence Corp.,10 Fairfield Avenue,,Etobicoke,M8V 2H9,ON,Canada,+1 416-201-9975,+1 416-234-5652, Angela Biondi,http://www.fairfieldresidence.com,info@fairfieldresidence.com,"[False, False, False, False, False, True, True, True, False, False, True, False, False]",14,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-295,T0238,1/30/2013,Extendicare (Canada) Inc.,3000 Steeles Avenue E.,,Markham,L3R 9W2,ON,Canada,+1 705-878-5392,+1 705-878-7910,N/A,,nrooney@extendicare.com,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",42,Yes,38,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-296,N0095,3/6/2013,Castle Peak Retirement Residence Inc.,56 Douglas Drive,,Bracebridge,P1L 0B9,ON,Canada,+1 705-646-0808,+1 705-637-0221,Mrs. Carlie Willford,http://www.castlepeakmuskoka.com,willford@castlepeakmuskoka.com,"[True, True, False, False, True, False, True, True, False, True, True, True, True]",62,Yes,61,Common Resident Areas,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-297,T0244,8/31/2012,BayBridge (Alliston) Inc.,20 Queen Street W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,+1 705-434-4600,+1 705-543-4465,Ms. Andrea Prashad,http://www.kingsmeresuites.ca,ed@kingsmeresuites.ca,"[True, True, True, False, True, True, True, True, False, True, True, False, True]",186,Yes,98,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-298,S0355,10/1/2014,Retirement Life Communities Inc.,1670 Bayview Avenue,Unit 403,Toronto,M4G 3C2,ON,Canada,416-486-6711,+1 416-486-7122,Mr. Josef Ger,http://www.goderichplace.ca,jger@retirementlifecommunities. com,"[True, True, True, True, True, True, True, True, True, True, True, True, True]",110,Some,12,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-299,T0101,9/5/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,519-621-2777,+1 519-621-2441, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, True, True, True, True, False, True, True, True, True]",90,Yes,80,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-300,T0178,11/29/2012,"Christie Gardens Apartments and Care, Inc.",600 Melita Crescent,,Toronto,M6G 3Z4,ON,Canada,+1 416-530-1330,+1 416-530-4684,Ms. Heather Janes,http://www.christiegardens.org,grace.sweatman@christiegardens.org,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",289,Some,76,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-301,S0005,6/28/2012,Rvilla Retirement Living Inc.,22 Park Street,PO Box 280,Ripley,N0G 2R0,ON,Canada,+1 519-395-0225,+1 519-395-0825,Mr. Gary Rutledge,http://www.rvillaretirement.com,generalmanager@rvillaretirement.com,"[True, True, True, False, False, True, True, True, False, True, False, False, True]",60,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-302,T0112,12/7/2012,Eden House Care Facility Inc.,5016 Wellington Road 29,RR 2,Guelph,N1H 6H8,ON,Canada,+1 519-856-4622,+1 516-856-1274,Mr. Lammert Jan (John) Bouwmeester,http://www.edenhousecarehome.ca,admin@edenhousecarehome.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",21,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-303,N0198,8/15/2013,Gibson Holdings (Ontario) LTD,343 Amherst Drive,,Amherstview,K7N 1X3,ON,Canada,+1 613-384-4585,+1 613-384-9407,N/A,http://www.gibsonfamilyhealthcare.com,,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",70,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-304,T0060,9/12/2012,White Cliffe Terrace Ltd.,2121 Argentia Road,Unit 301,Mississauga,L5N 2X4,ON,Canada,+1 905-579-0800,+1 905-579-1255,Mr. David Bird,http://www.verveseniorliving.com,gm.wct@verveseniorliving.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",156,Yes,114,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-305,T0113,1/10/2013,2210221 Ontario Corporation,6124 Ana Street,,Brunner,N0K 1C0,ON,Canada,+1 519-595-8903,+1 519-595-8272,Ms. Kate Vincent,http://www.countrymeadowsrr.com,rv@countrymeadowsrr.com,"[True, True, True, False, True, True, True, True, False, True, True, True, True]",61,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-306,T0142,12/17/2015,Amica Mature Lifestyles Inc. / Style de Vie Amica Inc.,20 Queen Street W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,+1 905-803-8100,+1 905-803-8102,Ms. Andrea Prashad,http://www.amica.ca,citycentre@amica.ca,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",147,Yes,136,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-307,T0051,11/23/2012,Delmanor Glen Abbey Inc,1459 Nottinghill Gate,,Oakville,L6M 4W1,ON,Canada,+1 905-469-3232,+1 905-469-7495,Ms. Pat Niblett,http://www.delmanor.com,pniblett@delmanor.com,"[True, True, False, False, False, False, True, True, False, True, True, True, True]",129,Yes,112,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-308,T0239,4/3/2013,Queens Avenue Retirement Home Inc.,1056 Queens Avenue,,Oakville,L6H 6R3,ON,Canada,+1 905-815-0862,+1 905-815-0812,N/A,http://www.queensavenueretirement.com,,"[True, True, True, True, True, True, True, True, False, True, True, False, True]",100,Yes,89,"Hallways, Dining Room, Common Resident Areas, Staff Areas, Basement, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Parking Garage, Garbage Room, Storage Areas",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-309,N0007,12/7/2012,G & R Management Inc.,387 Goodrich Road,,Codrington,K0K 1R0,ON,Canada,+1 613-475-4846,+1 613-475-4961,Mr. Ralph Villman,http://http://www.goldenpondretirement.ca,gandrmgt@sympatico.ca,"[True, False, True, True, False, True, True, True, False, True, False, False, True]",27,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-310,S0095,2/6/2013,2198060 Ontario Inc.,190 Stanley Avenue,,Chatham,N7M 3J9,ON,Canada,+1 519-354-2273,+1 519-354-3835,N/A,,info@edenvilla.ca,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",42,Yes,42,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-311,T0037,12/7/2012,BayBridge (Martindale) Inc,20 Queen Street W.,Unit 2700,Toronto,M5H 3R4,ON,Canada,+1 905-693-8592,+1 905-693-9362,Ms. Andrea Prashad,http://www.martindalegardens.com,info@martindalegardens.com,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",78,Yes,75,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-312,T0258,5/13/2013,RSH Clarkson Facility Inc.,22 St. Clair Avenue E.,Unit 1200,Toronto,M4T 2S3,ON,Canada,+1 905-403-8660,N/A,N/A,http://www.waldencircleretirement.com,,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",150,Yes,121,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-313,S0146,9/5/2012,Steeves and Rozema Enterprises Limited,265 North Front Street,Unit 200,Sarnia,N7T 7X1,ON,Canada,+1 519-542-2939,+1 519-542-0879,Mr. Clarke Boddy,http://sarnia.ontarioretirementcommunity.com/twinlakes,twin_lakes@srgroup.ca,"[True, True, True, False, True, True, True, True, False, True, True, False, True]",53,Yes,44,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-314,N0385,8/4/2015,ACGH Investments Inc.,889 Elmsmere Road,,Gloucester,K1J 9L5,ON,Canada,613-745-2409,+1 613-745-4955,N/A,http://www.villaelmsmere.com,,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",57,Yes,55,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Stairways, Emergency Exits, Basement, Boiler Room, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Gar",Assisted Living
Canada-ON-1-ON-AssistedLiving-output-315,N0081,7/25/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 705-476-6585,+1 705-476-6542, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",68,Yes,64,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-316,T0194,6/10/2016,Harmony Estate Seniors Residence Inc.,3589 Tooley Road,,Courtice,L1E 2G9,ON,Canada,+1 905-438-8236,+1 647-439-7977,Mr. Anuran Gukaraja,http://harmonyestate.ca,info@harmonyestate.ca,"[True, True, True, False, False, True, True, True, False, True, True, True, False]",10,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-317,N0275,3/17/2014,Riverstone Carlingwood Limited Partnership,210 Gladstone Avenue,,Ottawa,K2P 0Y6,ON,Canada,+1 613-656-0333,N/A,N/A,http://www.carlingwoodretirement.ca,,"[True, True, True, False, True, True, True, True, True, True, True, True, True]",177,Yes,159,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-318,N0145,4/12/2013,1578200 Ontario Inc,1110 Finch Avenue W.,Unit 716,Toronto,M3J 2T2,ON,Canada,+1 613-525-4440,+1 613-525-0898,Mrs. Rachel Weisman,http://cheateauglengarry@ca,chateauglengarry@bellnet.ca,"[True, True, True, False, True, True, True, True, False, True, True, True, True]",95,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-319,S0408,11/1/2016,LL LP,300 Bay Street,Unit 1400,Toronto,M5H 2S8,ON,Canada,+1 519-798-3611,+1 519-798-1084,Mr. Michael Petersen,http://www.cheznouslodge.com,GeneralManager@cheznousretirementresidence.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",47,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-320,S0140,11/23/2012,Shalom Manor Non Profit Seniors Assisted Living Apartments,12 Bartlett Avenue,,Grimsby,L3M 4N5,ON,Canada,+1 905-945-9631,+1 905-945-1211, Jelte Schaafsma,http://www.shalommanor.ca,info@shalommanor.ca,"[True, True, True, False, True, True, True, True, False, True, True, True, True]",40,Yes,36,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-321,T0492,12/30/2016,View Mount Grace Manor,167 Mountainview Road South,,Georgetown,L7G 4K4,ON,Canada,905-702-1914,N/A,N/A,,info@viewmountmanor.com,"[True, True, True, True, False, True, True, True, False, True, False, False, True]",7,No,0,Basement,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-322,T0197,7/7/2014,Estonian Relief Committee in Canada,40 Old Kingston Road,,Scarborough,M1E 3J5,ON,Canada,+1 416-284-0828,+1 416-284-5595,Mr. Einar Medri,http://www.ehatare.ca,einar.ehatare@bellnet.ca,"[True, True, True, True, True, True, True, True, False, True, True, True, True]",100,Yes,88,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-323,S0205,9/7/2012,Comfortable Retirement,7139 Appletree Lane,,Mississauga,L5W 1W5,ON,Canada,+1 519-797-2000,N/A,N/A,,riaddina@hotmail.com,"[True, True, True, False, False, True, True, True, False, True, True, True, True]",32,No,0,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-324,S0204,9/5/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 519-322-0311,N/A, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",116,Yes,60,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-325,S0064,8/15/2012,Chartwell Master Care Corporation,100 Milverton Drive,Unit 700,Mississauga,L5R 4H1,ON,Canada,+1 905-627-8444,+1 905-627-9820, Cheryl Clausen,http://www.chartwell.com,info@chartwell.com,"[True, True, True, False, False, True, True, True, False, True, True, False, True]",90,Yes,64,None,Assisted Living
Canada-ON-1-ON-AssistedLiving-output-326,S0377,3/31/2015,HCN-Revera Lessee (Horizon Place) LP,55 Standish Court,8th floor,Mississauga,L5R 4B2,ON,Canada,+1 519-641-6330,+1 519-641-0570,Ms. Shana Bond,http://www.reveraliving.com/horizon,HorizonPlace-GeneralEmail@reveraliving.com,"[True, True, True, True, False, True, True, True, False, True, True, True, True]",80,Yes,78,"Kitchen, Hallways, Dining Room, Common Resident Areas, Staff Areas, Emergency Exits, Basement, Boiler Room, Attic, Elevator/Elevator Shaft, Mechanical/Electrical Rooms, Laundry Rooms, Offices, Storage",Assisted Living
