License Number,Legal Name,Short Name,Address,PO Box,Municipality,Postal Code,Country,Phone,Health Region,Territory CLSC,MRC,Circ. Provincial Election,Licensing Services,Fax,Dir. General,Chairman of the Board,Complaints and Quality of Service Commissioner,Status,Law,Incorpporation,Mission(s),Ministerial designation,Local authority,Funding method,facility_type
5123-1991,CLSC DE SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER,CLSC DE SAINTE-CATHERINE-DE-LA-JACQUES-CARTIER,"4570, route de Fossambault",,Sainte-Catherine-de-la-Jacques-Cartier (22005),G3N 2T6,Canada,(418) 843-3001,Capitale-Nationale (03),Loretteville - Val-Bélair (03131),La Jacques-Cartier (220),La Peltrie (603),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-3220,CLSC DE SAINTE-FOY,CLSC DE SAINTE-FOY,"3108, chemin Sainte-Foy",,Québec (23027),G1X 1P8,Canada,(418) 651-2572,Capitale-Nationale (03),Sainte-Foy - Sillery (03123),Québec (230),Jean-Talon (643),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-3188,CLSC DE SAINT-MARC-DES-CARRIERES,CLSC DE SAINT-MARC-DES-CARRIERES,"1045, boulevard Bona-Dussault",,Saint-Marc-des-Carrières (34065),G0A 4B0,Canada,(418) 268-3571,Capitale-Nationale (03),Portneuf (03111),Portneuf (340),Portneuf (599),CHSGS    Urgence; CHSGS    Consultations externes; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-1869,CLSC DE SAINT-SIMEON,CLSC DE SAINT-SIMEON,"371, rue Saint-Laurent",,Saint-Siméon (15058),G0T 1X0,Canada,(418) 638-2369,Capitale-Nationale (03),Charlevoix-Est (03142),Charlevoix-Est (150),Charlevoix--Côte-de-Beaupré (679),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-3245,CLSC DE SAINT-UBALDE,CLSC DE SAINT-UBALDE,"427-A, boulevard Chabot",,Saint-Ubalde (34090),G0A 4L0,Canada,(418) 277-2256,Capitale-Nationale (03),Portneuf (03111),Portneuf (340),Portneuf (599),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-1314,CLSC D'ORSAINVILLE,CLSC D'ORSAINVILLE,"791, rue de Sherwood",,Québec (23027),G2N 1X7,Canada,(418) 628-2572,Capitale-Nationale (03),Charlesbourg (03132),Québec (230),Chauveau (613),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-3469,CLSC ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE LA HAUTE-VILLE,CLSC ET GMFU DE LA HAUTE-VILLE,"55, chemin Sainte-Foy",,Québec (23027),G1R 1S9,Canada,(418) 641-2572,Capitale-Nationale (03),Québec - Haute-Ville (03124),Québec (230),Taschereau (633),CHSGS    Groupe de médecine de famille universitaire; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5269-3389,CLSC ET GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE MAIZERETS,CLSC ET GMFU DE MAIZERETS,"2480, chemin de la Canardière",,Québec (23027),G1J 2G1,Canada,(418) 666-3241,Capitale-Nationale (03),Limoilou-Vanier (03126),Québec (230),Jean-Lesage (623),CHSGS    Groupe de médecine de famille universitaire; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-1983,CLSC MONTMORENCY,CLSC MONTMORENCY,"33, avenue Ruel",,Québec (23027),G1C 2C8,Canada,(418) 663-2572,Capitale-Nationale (03),Beauport (03133),Québec (230),Montmorency (673),CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-9848,"CLSC, HOPITAL ET CENTRE D'HEBERGEMENT CHRIST-ROI","CLSC, HOPITAL ET CENTRE D'HEBERGEMENT CHRIST-ROI","900, boulevard Wilfrid-Hamel",,Québec (23027),G1M 2R9,Canada,(418) 682-1711,Capitale-Nationale (03),Limoilou-Vanier (03126),Québec (230),Vanier-Les Rivières (639),CHSGS   24 Lit(s) de gériatrie; CHSGS    Consultations externes; CHSLD    Hôpital de jour; CHSLD   142 Lit(s) d'hébergement permanent; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5179-1937,"CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE, SERVICES EXTERNES ET CENTRE DE JOUR DE DONNACONA","CPEJ, SERV. EXT. ET CENTRE DE JOUR DE DONNACONA","400, Route 138",,Donnacona (34025),G3M 1C3,Canada,(418) 285-0430,Capitale-Nationale (03),Portneuf (03111),Portneuf (340),Portneuf (599),CPEJ; CRJDA    Services externes; CRJDA    Centre de jour; CRMDA    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-1968,"CENTRE DE PROTECTION DE L'ENFANCE ET DE LA JEUNESSE, SERVICES EXTERNES ET CENTRE DE JOUR DE L'ANCIENNE-LORETTE","CPEJ, SERV. EXT. ET CENTRE DE JOUR DE L'ANCIENNE-LORETT","1320, rue Saint-Paul",,L'Ancienne-Lorette (23057),G2E 1Z4,Canada,(418) 872-8500,Capitale-Nationale (03),Laurentien (03121),Québec (230),La Peltrie (603),CPEJ; CRJDA    Services externes; CRJDA    Centre de jour; CRMDA    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-9061,CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION CHAREST,CPRJMDA CHAREST,"540, boulevard Charest Est",,Québec (23027),G1K 8L1,Canada,(418) 529-7351,Capitale-Nationale (03),Québec - Basse-Ville (03125),Québec (230),Taschereau (633),CPEJ; CRJDA    Services externes; CRJDA    Centre de jour; CRMDA    Services externes; CRMDA    Centre de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-1421,CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION DE CAP-ROUGE,CPRJMDA DE CAP-ROUGE,"4810, rue Escoffier",,Québec (23027),G1Y 3A1,Canada,(000) 000-0000,Capitale-Nationale (03),Laurentien (03121),Québec (230),Louis-Hébert (653),CPEJ; CRJDA    Services externes; CRJDA   68 Place(s) en internat - unité de vie; CRMDA    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5149-6545,CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION DE LA MALBAIE,CPRJMDA DE LA MALBAIE,"385, rue Saint-Étienne",,La Malbaie (15013),G5A 1S8,Canada,(418) 665-3981,Capitale-Nationale (03),Charlevoix-Est (03142),Charlevoix-Est (150),Charlevoix--Côte-de-Beaupré (679),CPEJ; CRJDA    Services externes; CRMDA    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-4441,CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION DE QUÉBEC,CPRJMDA DE QUÉBEC,"1465, rue de l'Etna",,Québec (23027),G3K 2S2,Canada,(418) 847-7834,Capitale-Nationale (03),Loretteville - Val-Bélair (03131),Québec (230),La Peltrie (603),CPEJ; CRJDA    Services externes; CRMDA    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-9103,CENTRE DE PROTECTION ET DE RÉADAPTATION POUR LES JEUNES ET LES MÈRES EN DIFFICULTÉ D'ADAPTATION MONT-D'YOUVILLE,CPRJMDA MONT-D'YOUVILLE,"2915, avenue du Bourg-Royal",,Québec (23027),G1C 3S2,Canada,(418) 661-6951,Capitale-Nationale (03),Beauport (03133),Québec (230),Jean-Lesage (623),CPEJ; CRJDA    Services externes; CRMDA    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-1819,CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE JOSEPH-PAQUIN,CR EN DÉFICIENCE PHYSIQUE JOSEPH-PAQUIN,"465, 64e Rue Est",,Québec (23027),G1H 1Y1,Canada,(000) 000-0000,Capitale-Nationale (03),Charlesbourg (03132),Québec (230),Charlesbourg (619),CRDPA    Services externes; CRDPM    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-1827,CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE MADELEINE-BERGERON,CR EN DÉFICIENCE PHYSIQUE MADELEINE-BERGERON,"1088, route de l'Église",,Québec (23027),G1V 3V9,Canada,(000) 000-0000,Capitale-Nationale (03),Sainte-Foy - Sillery (03123),Québec (230),Jean-Talon (643),CRDPM    Service d'aides techniques; CRDPM    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-9202,CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE SAINT-LOUIS,CR EN DÉFICIENCE PHYSIQUE SAINT-LOUIS,"2975, chemin Saint-Louis",,Québec (23027),G1W 1P9,Canada,(418) 529-9141,Capitale-Nationale (03),Sainte-Foy - Sillery (03123),Québec (230),Jean-Talon (643),CRDPA    Service d'aides techniques; CRDPA    Services externes; CRDPM    Service d'aides techniques; CRDPM   15 Place(s) en internat; CRDPM    Services externes; CRDPV    Service d'aides techniques; CRDPV    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-3543,CENTRE DE SERVICES DE READAPTATION EN DEPENDANCE DE BAIE-SAINT-PAUL,CRD DE BAIE-SAINT-PAUL,"5, rue Boivin",case postale 1808,Baie-Saint-Paul (16013),G3Z 1S6,Canada,(418) 435-5475,Capitale-Nationale (03),Charlevoix-Ouest (03141),Charlevoix (160),Charlevoix--Côte-de-Beaupré (679),CRPAT    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-3600,CENTRE DE SERVICES DE READAPTATION EN DEPENDANCE DE DONNACONA,CRD DE DONNACONA,"400, Route 138",,Donnacona (34025),G3M 1C3,Canada,(418) 285-2626,Capitale-Nationale (03),Portneuf (03111),Portneuf (340),Portneuf (599),CRPAT    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-3626,CENTRE DE SERVICES DE READAPTATION EN DEPENDANCE DE LA BASSE-VILLE,CRD DE LA BASSE-VILLE,"50, rue Saint-Joseph Est",,Québec (23027),G1K 3A5,Canada,(418) 529-2572,Capitale-Nationale (03),Québec - Basse-Ville (03125),Québec (230),Taschereau (633),CRPAT    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-3550,CENTRE DE SERVICES DE READAPTATION EN DEPENDANCE DE LA MALBAIE,CRD DE LA MALBAIE,"535, boulevard de Comporté",,La Malbaie (15013),G5A 1S8,Canada,(418) 665-6413,Capitale-Nationale (03),Charlevoix-Est (03142),Charlevoix-Est (150),Charlevoix--Côte-de-Beaupré (679),CRPAT    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-4896,CENTRE DE SERVICES DE RÉADAPTATION EN DÉPENDANCE DE PONT-ROUGE,CRD DE PONT-ROUGE,"5, rue du Jardin",,Pont-Rouge (34017),G3H 0H1,Canada,(418) 873-4661,Capitale-Nationale (03),Portneuf (03111),Portneuf (340),Portneuf (599),CRPAT    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-1165,CENTRE DE RÉADAPTATION EN DÉPENDANCE DE QUÉBEC,CRD DE QUÉBEC,"2525, chemin de la Canardière",,Québec (23027),G1J 2G3,Canada,(418) 663-5008,Capitale-Nationale (03),Beauport (03133),Québec (230),Jean-Lesage (623),CRPAT   12 Place(s) en internat; CRPAT    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-4904,CENTRE DE SERVICES DE RÉADAPTATION EN DÉPENDANCE DE SAINT-MARC-DES-CARRIÈRES,CRD DE SAINT-MARC-DES-CARRIÈRES,"1045, boulevard Bona-Dussault",,Saint-Marc-des-Carrières (34065),G0A 4B0,Canada,(418) 268-3571,Capitale-Nationale (03),Portneuf (03111),Portneuf (340),Portneuf (599),CRPAT    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-4888,CENTRE DE SERVICES DE RÉADAPTATION EN DÉPENDANCE DE SAINT-RAYMOND,CRD DE SAINT-RAYMOND,"700, rue Saint-Cyrille",,Saint-Raymond (34128),G3L 1W1,Canada,(418) 337-4611,Capitale-Nationale (03),Portneuf (03111),Portneuf (340),Portneuf (599),CRPAT    Services externes,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5400-0419,CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE DE LA MALBAIE,CRDI DE LA MALBAIE,"367, rue Saint-Étienne, loc. 200",case postale 5,La Malbaie (15013),G5A 1M3,Canada,(418) 665-2226,Capitale-Nationale (03),Charlevoix-Est (03142),Charlevoix-Est (150),Charlevoix--Côte-de-Beaupré (679),CRDI   10 Place(s) en atelier de travail; CRDI   30 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-3807,CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE DE L'ÉQUERRE,CRDI DE L'ÉQUERRE,"5, rue Paul-René-Tremblay",,Baie-Saint-Paul (16013),G3Z 3E4,Canada,(418) 435-3682,Capitale-Nationale (03),Charlevoix-Ouest (03141),Charlevoix (160),Charlevoix--Côte-de-Beaupré (679),CRDI   20 Place(s) en atelier de travail,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-0878,CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE DE SAINT-HILARION (ROUTE 138),CRDI DE SAINT-HILARION,"338, Route 138",,Saint-Hilarion (16050),G0A 3V0,Canada,(418) 457-4135,Capitale-Nationale (03),Charlevoix-Ouest (03141),Charlevoix (160),Charlevoix--Côte-de-Beaupré (679),CRDI   35 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-1851,CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE DE SAINT-SIMÉON,CRDI DE SAINT-SIMÉON,"398, rue Bergeron",,Saint-Siméon (15058),G0T 1X0,Canada,(418) 638-2861,Capitale-Nationale (03),Charlevoix-Est (03142),Charlevoix-Est (150),Charlevoix--Côte-de-Beaupré (679),CRDI   10 Place(s) en atelier de travail; CRDI   15 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-1844,CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE DE SAINT-URBAIN,CRDI DE SAINT-URBAIN,"359, rue Sainte-Claire",,Saint-Urbain (16055),G0A 4K0,Canada,(418) 639-2177,Capitale-Nationale (03),Charlevoix-Ouest (03141),Charlevoix (160),Charlevoix--Côte-de-Beaupré (679),CRDI   10 Place(s) en atelier de travail; CRDI   25 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-0845,CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE SAINDON,CRDI SAINDON,"85, rue Notre-Dame",,Notre-Dame-des-Monts (15025),G0T 1L0,Canada,(418) 439-1645,Capitale-Nationale (03),Charlevoix-Est (03142),Charlevoix-Est (150),Charlevoix--Côte-de-Beaupré (679),CRDI   10 Place(s) en atelier de travail; CRDI   10 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5546-4895,CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE DE SAINT-PLACIDE,CRDI SAINT-PLACIDE,"286, rang de Saint-Placide Sud",,Baie-Saint-Paul (16013),G3Z 3A9,Canada,(418) 435-2980,Capitale-Nationale (03),Charlevoix-Ouest (03141),Charlevoix (160),Charlevoix--Côte-de-Beaupré (679),CRDI   13 Place(s) en atelier de travail; CRDI   13 Place(s) en centre d'activités de jour,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-2362,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE BEAUPORT,CRJDA DE BEAUPORT,"3510, rue Cambronne",,Québec (23027),G1E 7H2,Canada,(418) 661-3707,Capitale-Nationale (03),Beauport (03133),Québec (230),Jean-Lesage (623),CRJDA   116 Place(s) en internat - unité de vie,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-5968,FOYER DE GROUPE DE SAINT-GABRIEL-DE-VALCARTIER,FOYER DE GROUPE DE SAINT-GABRIEL-DE-VALCARTIER,"1895, boulevard Valcartier",,Saint-Gabriel-de-Valcartier (22025),G0A 4S0,Canada,(418) 404-0937,Capitale-Nationale (03),Loretteville - Val-Bélair (03131),La Jacques-Cartier (220),La Peltrie (603),CRJDA   7 Place(s) en foyer de groupe,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5121-9764,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE CHARLESBOURG,FOYER DE GROUPE POUR JDA DE CHARLESBOURG,"1085, rue de Sologne",,Québec (23027),G1H 1K8,Canada,(418) 624-3274,Capitale-Nationale (03),Charlesbourg (03132),Québec (230),Charlesbourg (619),CRJDA   7 Place(s) en foyer de groupe,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-1439,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE LIMOILOU,FOYER DE GROUPE POUR JDA DE LIMOILOU,"2995, avenue Valmont-Martin",,Québec (23027),G1L 4P8,Canada,(418) 640-0495,Capitale-Nationale (03),Limoilou-Vanier (03126),Québec (230),Jean-Lesage (623),CRJDA   7 Place(s) en foyer de groupe,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-5224,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE SAINTE-FOY,FOYER DE GROUPE POUR JDA DE SAINTE-FOY,"1618, chemin Sainte-Foy",,Québec (23027),G1S 2P4,Canada,(418) 845-9874,Capitale-Nationale (03),Québec - Haute-Ville (03124),Québec (230),Taschereau (633),CRJDA   9 Place(s) en foyer de groupe,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5161-0038,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DU PARC-PLEAU,FOYER DE GROUPE POUR JDA DU PARC-PLEAU,"12, rue du Parc-Pleau",,Québec (23027),G2A 1S2,Canada,(418) 842-1210,Capitale-Nationale (03),Loretteville - Val-Bélair (03131),Québec (230),Chauveau (613),CRJDA   9 Place(s) en foyer de groupe,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-1454,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION PIERRE-BOUCHER,FOYER DE GROUPE POUR JDA PIERRE-BOUCHER,"1810, 26e Rue",,Québec (23027),G1J 1J4,Canada,(418) 529-1257,Capitale-Nationale (03),Limoilou-Vanier (03126),Québec (230),Jean-Lesage (623),CRJDA   7 Place(s) en foyer de groupe,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5160-9998,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION SAINT-LOUIS,FOYER DE GROUPE POUR JDA SAINT-LOUIS,"1560, chemin Saint-Louis",,Québec (23027),G1S 1G2,Canada,(418) 656-0145,Capitale-Nationale (03),Sainte-Foy - Sillery (03123),Québec (230),Jean-Talon (643),CRJDA   9 Place(s) en foyer de groupe,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-2395,GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE DE SAINT-FRANÇOIS DíASSISE,GMFU DE SAINT-FRANÇOIS DíASSISE,"10, rue de l'Espinay",,Québec (23027),G1L 3L5,Canada,(418) 525-4351,Capitale-Nationale (03),Limoilou-Vanier (03126),Québec (230),Jean-Lesage (623),CHSGS    Groupe de médecine de famille universitaire,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-2387,GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE LAURIER,GMFU LAURIER,"2875, boulevard Laurier, 4e étage",,Québec (23027),G1V 2M2,Canada,(418) 654-2701,Capitale-Nationale (03),Sainte-Foy - Sillery (03123),Québec (230),Jean-Talon (643),CHSGS    Groupe de médecine de famille universitaire,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5123-4714,GROUPE DE MÉDECINE DE FAMILLE UNIVERSITAIRE QUATRE-BOURGEOIS,GMFU QUATRE-BOURGEOIS,"2690, chemin des Quatre-Bourgeois",,Québec (23027),G1V 0B7,Canada,(418) 656-4795,Capitale-Nationale (03),Sainte-Foy - Sillery (03123),Québec (230),Jean-Talon (643),CHSGS    Groupe de médecine de famille universitaire,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
5122-5001,HOPITAL CHAUVEAU,HOPITAL CHAUVEAU,"11999, rue de l'Hôpital",,Québec (23027),G2A 2T7,Canada,(418) 842-3651,Capitale-Nationale (03),Loretteville - Val-Bélair (03131),Québec (230),Chauveau (613),CHSGS   6 Lit(s) de santé physique; CHSGS   12 Lit(s) de gériatrie; CHSGS    Urgence; CHSGS    Consultations externes; CHSLD   62 Lit(s) d'hébergement permanent; CHSLD   8 Lit(s) d'hébergement temporaire; CLSC,(000) 000-0000,,,,Public,"L.R.Q., chapitre S-4.2 (Loi 120)",Loi serv. Santé et serv. Sociaux,CPEJ CLSC CH CHSLD CR,,Non,Budget,Assisted Living
