row_id,Facility Name,Address,City,Postal Code,Province,Contact Phone,Fax,Accessibility,Service hours,Eligibility,facility_type,country
Canada-AB-28-AB-ContinuingAndLongTermCare-output-262,WestView Health Centre ,4405 South Park Drive,Stony Plain,T7Z 2M7,AB,780-968-3600 (Switchboard),780-963-7192,Wheel chair access available.,Visiting Hours Monday - Sunday 8:00 am to 8:00 p,History of substance use / gambling / sex addiction or concerned about anothers substance use and / or gambling.,"Addiction and Mental Health - Outpatient Counseling Services, Adult; Addiction and Mental Health - Suburban Community Assessment and Treatment Services, Adult; Adult Day Support Program; Ambulatory IV Clinic; Cafeteria Services; Child Health Clinics Community; Colonoscopy; Community Audiology Services; Continuing Care Services; Diagnostic Imaging Services; Drop In for New Mothers / Families and Infants; Emergency Services; Gastroscopy; General Radiography (X-Ray); Gift Shop; Health Information - Access and Disclosure; Health Information / Records Management; Healthy Beginnings Postpartum Program; Hospitals; Immunization - Adult and Seniors Services; Immunization - Infant and Preschool Services; Immunization - School Services; Laboratory Services; Lost and Found; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult; Patient Email Well Wishes; Patient Food Services; Patient Information; Protective Services; Public Health Centres; Registration; School Health Nursing Services; School Health Services; Sexual Assault Response Team; Sigmoidoscopy; Social Work; Spiritual Care; Switchboard; Tuberculosis Testing; Ultrasound; Volunteer Resources; WestView Geriatric Assessment Team; Wound Care Clinic",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-263,Whispering Pines Seniors Lodge,10210 Shand Avenue,Grande Cache,T0E 0Y0,AB,780-827-5600 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-264,Whitecourt Community Health Services,4707 50 Avenue,Whitecourt,T7S 1P1,AB,780-706-3173,780-706-7154,Wheel chair access available.,Monday: 8:00 am - 4:30 pm.Tuesday: 8:00 am - 4:30 pm.Wednesday: 8:00 am - 4:30 pm.Thursday: 8:00 am - 4:30 pm.Friday: 8:00 am - 4:30 p,Adults 18 years of age and older.,"Adult Mental Health Treatment Services; Children's Mental Health Treatment Services; Fluoride Protection for Toddlers; Health Promotion - Community Presentations; Health Promotion Program; Mental Health Information, Promotion and Prevention; Mental Health Services; Oral Health - Programs and Services; School Oral Health Services; Speech and Language Services",Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-265,Whitehorn Village,5200 44 Avenue,Calgary,T1Y 7L4,AB,403-271-2277 (switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-266,Wild Rose Cottage ,9612 172 Street,Edmonton,T5T 6C7,AB,780-443-1234 (Switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-267,William J. Cadzow  - Lac La Biche Healthcare Centre,9110 93 Street,Lac La Biche,T0A 2C0,AB,780-623-4404 (Switchboard),780-623-5904,Wheel chair access available.,"Visiting Hours Monday - Sunday 8:00 am to 8:00 pm.



There is currently no ultrasound being offered in this location due to vacanc",,Alberta Aids to Daily Living Program; Ambulatory Services; Breastfeeding Clinic; Cafeteria Services; Cardiac Stress Testing; Continuing Care Services; Day Surgery Services & Recovery; Diagnostic Imaging Services; Emergency Services; General Medicine; General Radiography (X-Ray); Gift Shops - North Zone; Health Information - Access and Disclosure; Hemodialysis - Northern Alberta Renal Program; Hospitals; Laboratory Services; Linen & Environmental Services; Medical Device Reprocessing; Nutrition Counselling (Dietitian) - Alberta Healthy Living Program; Nutrition Counselling - Adult and Pediatric; Obstetrics; Occupational Therapy Services; Outpatient Dietitian Counselling - Pediatric Weight Management Services; Palliative and End of Life Care; Pastoral Care Services; Patient Food Services; Patient Information; Pharmacy Services; Physical Therapy Services; Registration; Respiratory Health Program; Respiratory Therapy; Respite Care; Social Work; Special Care Unit; Switchboard; Therapeutic Recreation Services; Volunteer Resources,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-268,Willow Creek Continuing Care Centre ,4221 8 Street,Claresholm,T0L 0T0,AB,403-625-3361,403-625-3822,Wheel chair access available.,,,Continuing Care Services; Patient Email Well Wishes; Patient Food Services; Respite Care; Volunteer Resources,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-269,Wing Kei Care Centre,1212 Centre Street,Calgary,T2E 2R4,AB,403-277-7433,403-230-3857,Wheel chair access available.,,,Continuing Care Services,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-270,Wing Kei Greenview,307 35 Avenue,Calgary,T2E 2K6,AB,403-520-0400 (switchboard),,Wheel chair access available.,,Clients are assessed during the intake process to ensure placement in the most appropriate residential care setting available.,Designated Supportive Living Level 4; Designated Supportive Living Level 4 Dementia,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-271,York Creek Lodge,1810 112 Street,Blairmore,T0K 0E0,AB,403-562-2102 (switchboard),,Wheel chair access available.,,Clients are assessed by a Home Care Case Manager to make sure they're placed in the residential care setting that can best meet their needs.,Designated Supportive Living Level 3,Canada
Canada-AB-28-AB-ContinuingAndLongTermCare-output-272,Youville Auxiliary Hospital (Grey Nuns) of St. Albert,9A St. Vital Avenue,St. Albert,T8N 1K1,AB,780-460-6900 (Switchboard),780-459-4139,Wheel chair access available.,Visiting Hours Monday - Sunday 8:00 am to 8:00 p,,Continuing Care Services; Interpretive Services; Spiritual Care; Volunteer Resources,Canada
